GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRSZE,G16USSDVAN,G16USSGFLO,G16USSOTH,G16H01RHAR,G16H01DWER,G16H01LBEE,G16H01OTH,G16H02RMCD,G16H02DRUP,G16H02LKAS,G16H02OTH,G16H03RPLA,G16H03DSAR,G16H03GEZE,G16H03OTH,G16H04RMCD,G16H04DBRO,G16H04LKRA,G16H04GCLA,G16H04OTH,G16H05RARN,G16H05DHOY,G16H05LSUM,G16H05OTH,G16H06RHOE,G16H06DDEL,G16H06LHOW,G16H06GGLU,G16H06OTH,G16H07RVAU,G16H07DCUM,G16H07GHOE,G16H07OTH,G16H08RCOX,G16H08DRAS,G16H08LWUN,G16H08GWAL,G16H08OTH
2401314-002,24,013,14-002,2859.19,1228.86,205.07,29.06,100.06,3002.28,1222.83,111.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911.17,1052.77,115.08,99.11,6
2401314-003,24,013,14-003,455.81,179.14,14.93,12.94,11.94,473.72,173.17,23.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.83,159.23,15.92,23.89,0
2401501-001,24,015,01-001,1597.31,712.75,89.81,28.91,24.04,1513.33,813.77,74.64,3.95,1631.8,628.68,110.69,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401502-001,24,015,02-001,880.54,438.85,67.79,22.59,11.31,857.9,449.24,65.88,0,922.9,381.39,80.97,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401502-002,24,015,02-002,625.82,344.88,40.95,12.06,8.05,580.78,367.4,33.78,0.81,639.39,299.91,51.47,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-001,24,015,03-001,1219.57,1163.92,109.89,29.1,35.28,1165.73,1170.67,115.83,10.99,1265.09,993.47,192.96,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-002,24,015,03-002,582.36,266.14,31.84,9.42,12.62,530.36,269.02,44.37,1.07,573.35,226.91,52.46,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-003,24,015,03-003,1085.1,760.3,59.68,28.68,26.76,969.13,821.43,85.97,4.93,1046.03,698.96,128.57,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-004,24,015,03-004,165.1,58.99,2.01,0.03,0.02,135.36,76.28,6.81,0.01,148.9,55.09,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-005,24,015,03-005,285.68,223.78,36.2,4.8,11.44,253.24,250.29,34.37,0.02,270.55,235.73,42.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-006,24,015,03-006,954,367,53,10,17,888,422,48,2,932,346,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401503-007,24,015,03-007,549.54,622.26,49.07,11.68,16.66,493.81,617.13,64.45,1.93,523.15,557.99,93.55,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401504-001,24,015,04-001,1577.51,1027.56,115.93,44.59,39.64,1568.59,1009.72,113.95,5.95,1692.45,860.1,157.55,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401504-002,24,015,04-002,506.49,720.44,43.07,25.41,17.36,502.41,691.28,59.05,3.05,548.55,619.9,90.45,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-001,24,015,05-001,930.91,378.82,50.23,16.73,11.87,855.97,438.35,60.82,4.87,940.82,341.4,76.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-002,24,015,05-002,1036.14,509.13,62.84,18.67,7.92,961.86,581.64,56.55,2.66,1043.26,440.03,98.22,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-003,24,015,05-003,1809.37,717.9,117.93,34.43,43.04,1805.07,754.05,72.31,0,1926.44,576.73,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-004,24,015,05-004,635.09,467.08,65.09,20.73,18.65,597.07,508.44,62.55,3.04,651.75,418.75,94.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-005,24,015,05-005,1894.76,676.17,119.07,33.31,24.2,1791.64,800.12,113.42,1.34,1898.66,617.71,180.57,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401505-006,24,015,05-006,224.97,137.43,31.06,5.65,8.47,242.86,139.31,13.18,0,244.74,124.25,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401506-001,24,015,06-001,2183.33,581.63,71.58,25.85,28.83,2025.25,711.87,68.6,8.95,2124.67,554.78,112.35,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401506-002,24,015,06-002,2209.19,553.98,86.7,34.01,31.86,2066.73,703.5,89.09,1,2192.05,525.09,133.29,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401506-003,24,015,06-003,127.89,26.73,4.35,1.43,1.1,113.7,36.31,5.31,0.03,125.33,25.36,7.36,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401507-001,24,015,07-001,1442.97,484.9,63.01,20.54,30.89,1389.17,544.45,63.83,0.89,1483.33,423.89,97.56,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401507-002,24,015,07-002,1546.09,935.63,75.3,38.46,17.56,1482.27,1004.52,78.4,0.01,1606.95,823.22,112.12,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401507-003,24,015,07-003,316.04,171.68,19.63,9.77,4,307.08,180.66,22.53,0,330.74,142.38,32.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401507-004,24,015,07-004,197.43,60.83,11.97,3.99,4.99,193.44,71.79,10.97,0,201.42,54.84,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401508-001,24,015,08-001,1616.59,376.6,49.91,21.21,17.61,1493.48,467.73,70.51,0.04,1552.48,369.86,91.94,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401509-001,24,015,09-001,1053,280,45,29,18,1031,317,35,0,1081,254,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401509-002,24,015,09-002,757.56,235.41,43.59,11.62,13.56,734.31,248,42.62,0,725.59,225.72,72.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24015ZZZZZZ,24,015,ZZZZZZ,662.98,322.86,43.92,13.36,13.13,644.2,342.93,33.43,0.43,687.71,268.42,52.43,1.41,4.83,8.46,1.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401701-001,24,017,01-001,707.08,1024.72,57.85,23.29,25.43,711.77,1054.32,69.92,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.66,1146.49,40.2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401701-002,24,017,01-002,968.98,605.37,52.09,11.79,24.57,1024.01,563.11,40.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.41,740.98,37.34,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401701-003,24,017,01-003,1039.86,983.44,91.09,35.45,32.98,1118.46,928.56,72.45,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.92,1130.12,79.93,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401701-004,24,017,01-004,664.49,446.9,34.32,8.64,13.25,675.62,452.07,28.85,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.11,563.96,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401702-001,24,017,02-001,762.74,386.85,29.91,11.96,3.99,734.82,409.78,28.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.09,502.51,32.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401703-001,24,017,03-001,1037.02,934.54,30.05,6.02,12.03,1014,918.53,42.09,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.86,1047.74,44.07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401704-001,24,017,04-001,1344.77,567.54,53.35,12.29,28.51,1278.24,641.19,47.14,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.13,781.99,53.2,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401704-002,24,017,04-002,869.12,345.7,40.04,7.81,10.74,841.78,395.5,26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.08,506.83,26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401705-001,24,017,05-001,1324.12,807.74,48.06,11.56,24.87,1242.9,864.83,51.61,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,1002.8,56.93,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-001,24,017,06-001,854,761,50,24,36,873,765,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,869,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-002,24,017,06-002,861.88,1410.94,40.26,16.73,23.52,827.06,1453.31,51.58,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.99,1527.15,74.53,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-003,24,017,06-003,281.11,1404.16,18.76,24.39,12.4,305.42,1367.71,39.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.19,1384.55,44.12,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-004,24,017,06-004,353.81,1731.93,39.06,31.17,23.38,389.89,1675.42,72.12,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.16,1741.7,67.21,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-005,24,017,06-005,187.11,2046.23,34.9,20.36,14.54,225.89,1974.5,51.38,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.25,1974.51,42.65,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-006,24,017,06-006,700.08,1593.97,62.3,20.77,27.69,650.64,1629.57,95.91,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.12,1689.88,88.99,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-007,24,017,06-007,414,1887,32,23,12,470,1751,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1840,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-008,24,017,06-008,276,1216,14,26,20,256,1216,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,1251,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-009,24,017,06-009,274.42,1381.66,21.99,12.43,6.69,265.81,1351.06,39.2,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.04,1373.05,44.94,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-010,24,017,06-010,339.36,1842.13,34.13,20.48,18.53,396.9,1776.79,49.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.32,1813.85,53.64,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-011,24,017,06-011,326,1181,17,6,19,331,1170,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1200,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-012,24,017,06-012,208,771,18,7,17,206,757,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,781,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-013,24,017,06-013,586.95,1959.83,60.99,24,39,623.95,1919.83,68.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.96,2021.82,88.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-014,24,017,06-014,489,1762,52,33,37,545,1699,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1781,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-015,24,017,06-015,188.23,1473.24,32.02,19.01,12.01,181.27,1427.19,63.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.23,1427.22,55.04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-016,24,017,06-016,258.36,921.07,50.9,16.33,11.53,290.06,885.53,50.9,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.64,935.48,33.62,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-017,24,017,06-017,282,840,36,19,8,274,847,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,886,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-018,24,017,06-018,183.94,1888.91,29.02,24.58,23.32,201.53,1854.53,55.82,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.26,1876.57,57.09,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-019,24,017,06-019,440,1202,45,17,24,470,1168,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1212,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-020,24,017,06-020,260.17,734.9,29.01,11.81,13.61,260.1,709.43,44.87,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.9,732.15,31.74,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-021,24,017,06-021,185.3,813.48,27.09,7.11,20.06,207.41,807.31,23.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.27,824.39,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401706-022,24,017,06-022,195,1226,17,21,11,208,1181,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1238,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401707-001,24,017,07-001,497.21,376.8,21.35,3.19,17.17,449.07,407.72,43.61,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.34,484.66,31.53,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401707-002,24,017,07-002,469.23,1742.98,52.58,31.74,14.88,449.39,1733.06,85.31,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.9,1796.55,78.37,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401707-003,24,017,07-003,638,1871,34,33,20,598,1863,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,1959,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401707-004,24,017,07-004,288.29,1174.15,23.79,16.79,4.2,268,1174.85,48.28,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1183.95,49.68,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401708-001,24,017,08-001,1499,1135,71,16,51,1490,1181,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,1302,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401708-002,24,017,08-002,670,1043,49,13,29,673,1044,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1097,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401708-003,24,017,08-003,498,936,38,20,18,499,935,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,1003,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401708-004,24,017,08-004,875.91,1263.9,54.11,29.65,37.46,828.14,1297.62,88.63,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.77,1415.62,64.35,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401708-005,24,017,08-005,212,112,10,1,4,201,115,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,152,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401709-001,24,017,09-001,810,885,43,14,18,777,905,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,982,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401709-002,24,017,09-002,1127.19,730.86,44.15,10.79,28.45,1046.75,803.45,54.94,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.11,926.08,33.35,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401710-001,24,017,10-001,855.73,1289.03,39.48,16.78,28.62,835.99,1282.12,72.05,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.57,1453.86,59.22,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24017ZZZZZZ,24,017,ZZZZZZ,295.8,619.02,16.81,8.93,5.08,277.11,626.25,28.02,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.47,649.14,29.08,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401901-001,24,019,01-001,743.15,217.75,15.98,2,3,697.2,254.71,19.98,0,767.12,185.79,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401901-002,24,019,01-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401902-001,24,019,02-001,829.97,205.08,24.13,12.06,3.06,748.3,270.78,26.19,0,869.64,162.49,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401902-002,24,019,02-002,57,90,4,2,0,48,96,7,0,52,90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401902-003,24,019,02-003,68.85,5.66,0,0.94,0.94,70.73,9.43,0.94,0,79.22,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401902-004,24,019,02-004,128.19,38.26,2.87,0,0,110.97,48.79,2.87,0,129.14,31.57,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401903-001,24,019,03-001,107.85,54.63,2.1,0,0.7,93.84,70.03,2.1,0.7,115.55,41.32,3.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401903-002,24,019,03-002,125,165,7,5,7,115,166,9,0,147,137,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401904-001,24,019,04-001,126.81,51.48,3.96,0.53,1.26,120.41,51.08,0.62,0,132.75,39.39,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401905-001,24,019,05-001,132.32,24.85,0.07,1.09,0,118.88,36.19,1.08,0,127.56,19.63,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401906-001,24,019,06-001,233.64,36.1,3.19,0.22,1,192.54,73.96,6.13,1,234.14,35.58,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-001,24,019,07-001,227.83,168.51,16.33,6.02,0.86,220.95,171.95,8.6,0.86,255.34,122.08,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-002,24,019,07-002,190.92,1684.25,30.02,6.01,1.02,167.91,1628.27,46,1,293.99,1498.17,42.03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-003,24,019,07-003,274.92,123.53,6.19,2.13,6.79,270.61,127.28,1.71,0,299.55,95.45,10.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-004,24,019,07-004,98.01,161,7,6,3,101.01,155,11,4,119.01,134,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-005,24,019,07-005,29,91,1,0,0,20,92,4,0,31,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-006,24,019,07-006,850.69,541.83,47.64,16.64,23.63,824.26,564.28,45.76,0.14,953.9,437.9,57.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-007,24,019,07-007,12.11,60.16,1.14,0,0,8.7,59.41,0.38,0,15.51,54.86,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-008,24,019,07-008,19,11,0,0,0,15,16,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-009,24,019,07-009,281,388,11,8,14,253,399,28,1,323,338,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-010,24,019,07-010,41.99,100.96,6,0,0,39.99,97.96,4,0,46.98,90.96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401907-011,24,019,07-011,18,7,0,0,0,16,7,0,0,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401908-001,24,019,08-001,370.05,157.6,13.96,5.98,3.99,353.09,172.56,8.98,0,408.95,122.68,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401909-001,24,019,09-001,333.99,88.64,10.34,2.14,8.43,292.87,120.94,14.09,0,337.38,83.12,16.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401910-001,24,019,10-001,112.82,41.35,3.76,4.7,0,89.33,60.14,2.82,0,123.15,31.01,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401911-001,24,019,11-001,36.74,8.57,1.03,0.05,0.01,30.63,11.66,0.13,0,36,8.41,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401912-001,24,019,12-001,170,88,3,1,0,165,100,3,0,175,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401912-002,24,019,12-002,98,175,4,5,0,99,177,4,0,112,160,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401913-001,24,019,13-001,162.28,42.65,2.96,0.99,0.99,151.81,48.54,2.23,0,164.5,38.1,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401913-002,24,019,13-002,25.79,42.21,0,0,0,26.38,35.17,1.76,0,27.55,35.76,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401914-001,24,019,14-001,558.88,129.88,19.68,1.97,4.92,516.57,164.32,15.74,0,588.4,99.38,14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401914-002,24,019,14-002,40.12,19.12,0.32,0.03,0.08,32.43,27.68,1.26,0,42.6,17.62,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401914-003,24,019,14-003,327,116,11,3,3,302,131,15,0,355,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401914-004,24,019,14-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401915-001,24,019,15-001,867.28,337.69,42.02,6.07,19,797.4,429.52,31.06,4.99,902.53,296.35,46.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401915-002,24,019,15-002,53.85,16.25,3.02,0,0,43.8,28.29,1.02,1,57.88,13.21,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401915-003,24,019,15-003,249.77,610.99,16.92,2.99,9.95,237.83,611.98,20.9,0,309.47,531.38,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
