GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2403113-046,24,031,13-046,862.6,622,4,6,2,434.3,1016.4,6,461.2,989.4,3,406.3,989.4,8,60.9,5
2403113-047,24,031,13-047,449,1775,18,11,5,177,2042,0,123,2110,0,100,2089,20,50,2
2403113-049,24,031,13-049,255,549,1,3,0,113,683.9,0,118,679.9,0,99,670.9,4,20,0
2403113-050,24,031,13-050,340.4,869.4,6,10,5,101.8,1119.9,0,112.8,1125.9,0,99.8,1114.9,12,14,3
2403113-051,24,031,13-051,1072.9,1170.9,7.2,11.3,5,463,1772.9,2.2,523,1719.2,1,451.9,1711.7,16.4,72.2,2.1
2403113-052,24,031,13-052,810.4,700,7,0,0,365.7,1135.6,2,429.8,1066.6,0,379.7,1065.6,12,50.1,2
2403113-053,24,031,13-053,457.9,811.7,3.9,15.6,2.9,186.7,1084.9,0,196.4,1078.1,1,169.2,1085.9,13.6,32.1,0
2403113-054,24,031,13-054,852.1,731.2,8.9,5.9,0,350.8,1248.6,0,377.2,1220.8,1,340,1237.5,6.9,32.8,0
2403113-055,24,031,13-055,208.7,713.9,3.9,2,0,72.2,844.6,0,81,839.8,0,73.2,826.1,2.9,13.7,2.9
2403113-056,24,031,13-056,628.9,1047.2,9,13,0,284.5,1388.6,2,307.5,1371.6,0,261.5,1379.6,5,38.9,5
2403113-057,24,031,13-057,232.2,425.6,11,3,0,119.6,543.2,0,120.6,545.2,0,105.7,551.2,8,13,2
2403113-058,24,031,13-058,797.3,1663.5,11.1,10.1,5.1,328.1,2113.4,6.1,367.1,2082.8,3,297.6,2092.7,22.2,68.6,3
2403113-059,24,031,13-059,475,821,10,8,0,200,1088,2,212,1073,1,179,1083,9,32,2
2403113-060,24,031,13-060,43.3,64.7,0.4,0.3,0.1,20.9,86.2,0,21.1,86,0.1,19.4,84.3,0.9,3.4,0.1
2403113-061,24,031,13-061,1022.7,1512.8,9.5,7.6,1.9,491,2021.4,0,497.4,2016.1,2.8,456.8,1977.1,21.4,79.8,1.9
2403113-063,24,031,13-063,291.1,427.9,0.1,8,4,113.9,604.1,0,141.8,574.2,0,120.5,576.4,5.1,25.1,0
2403113-064,24,031,13-064,392.2,1427.9,6.1,15.1,0,138.8,1675.2,0,153,1684.1,0,123.8,1661.7,10.1,32.3,2.1
2403113-065,24,031,13-065,159,768,9,2,0,73,853,2,49,894,0,39,864,12,17,4
2403113-067,24,031,13-067,131,723.5,0,8.1,0,45.3,799.5,4.8,31.5,827.8,0.8,26.7,821.3,4,8.9,3.2
2403113-068,24,031,13-068,262,1200,10,7,0,92,1360,2,79,1396,1,70,1375,5,25,4
2403113-069,24,031,13-069,846.6,554.9,6.8,7.8,1.9,325.9,1084.4,0,362.7,1054.3,0,337.5,1062.1,1,27.2,0
2403113-070,24,031,13-070,26,67,0,0,0,16,78,0,13,82,0,16,79,0,0,0
2403113-071,24,031,13-071,744.3,470.8,4.1,2.1,0,265.1,960.1,0,304,909.6,2,267.9,948,1.1,17.5,0
2403301-001,24,033,01-001,765.3,1298.6,8.9,6,0,336.1,1681.3,5,352.9,1663.4,5,312.3,1663.4,13.9,44.6,3
2403301-002,24,033,01-002,402.6,506.2,3,8,0,174.4,707.5,3,194.3,689.5,0,175.4,671.6,10,32.9,3
2403301-003,24,033,01-003,473.8,1375,7.2,8.1,2,158.3,1693.5,3,158.7,1687.2,5,141.1,1692,12.2,18.6,3
2403301-004,24,033,01-004,573.7,846.4,5.8,7.8,0,258.1,1115.2,2,273.7,1108.4,2,257.1,1081.2,16.6,39,0
2403301-005,24,033,01-005,832.4,829.4,6,8,2,357.5,1259.2,5,405.5,1203.1,5,356.5,1200.2,9,51,7
2403301-006,24,033,01-006,329.3,730.6,6.2,8.2,0,109.9,947.8,0,103.3,956.6,0,100.9,942.8,4.4,21,0
2403301-007,24,033,01-007,572.3,541,0.1,10,0,183.5,895.5,0,204.6,846.5,3,187.3,882.4,2.1,13.4,0
2403301-008,24,033,01-008,125.4,248.8,3,2,0,53.6,316.5,0,52.7,315.5,0,44.6,316.4,3,13.1,0
2403302-001,24,033,02-001,176.8,719.4,4.6,2.6,0.1,46.6,824.7,2.2,41,863.9,2.2,39,859.6,4.5,11.6,2.2
2403302-002,24,033,02-002,227.6,706.8,6.1,9.9,2,85.6,842.8,0.1,83.7,853.9,0.1,74.7,849.9,6,13.2,4
2403302-003,24,033,02-003,558.8,1168.7,2.6,2.7,2.1,180.2,1511.9,0.2,197.1,1492.9,3,174.5,1506.2,11.1,30.8,2
2403302-004,24,033,02-004,384.1,800.6,3.7,3.9,2,130.7,1024.4,3.4,128.4,1044.9,0.6,111.5,1037.9,5.7,29.8,0.4
2403302-005,24,033,02-005,201.1,560.4,2,3,0,81.1,661.4,3,74.2,693.4,0,64.1,692.3,2,17.1,0
2403302-006,24,033,02-006,365.5,1227.8,4.2,5.9,1.9,105.2,1483.9,2.9,108,1465.5,5.7,106.2,1474.2,9.2,15.4,2.8
2403302-007,24,033,02-007,575.6,936.7,4.4,10.4,5.1,210.3,1252.5,3.1,254.6,1232.2,3.1,246.3,1222.7,4.6,17.7,6.1
2403302-008,24,033,02-008,361,1258.5,11.2,8.4,1.7,88.3,1521.8,5,92.5,1542.4,4.2,78.9,1536.3,8.5,27.9,3.4
2403302-009,24,033,02-009,294.8,1299.8,9.1,10.8,2,99.1,1503,3.2,83.9,1548.3,0.4,73.6,1536.9,16.3,14.3,0.3
2403302-010,24,033,02-010,197.3,661.5,3.5,4.3,0.1,59.9,800.1,1.8,54.6,806.1,2.7,50.4,802.4,7.6,9,1.8
2403302-096,24,033,02-096,1.6,5.6,0,0,0,0.4,6.8,0,0.4,6.9,0,0.3,6.9,0,0.1,0
2403302-097,24,033,02-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403302-098,24,033,02-098,20.7,56.2,0,0.8,0,7.6,70.3,0,8.6,67.7,0,7.2,68.8,0.5,1.2,0.5
2403302-099,24,033,02-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403303-001,24,033,03-001,336,354,4,8,0,124,548,0,133,536,0,124,533,9,17,0
2403303-002,24,033,03-002,559.4,1368.7,9.5,10.7,4.2,123.2,1799.5,6.1,144.3,1783.8,8.4,121.7,1788.9,10.9,30.1,7
2403303-003,24,033,03-003,642.9,1980.3,5.7,4.8,3.8,142.3,2487.6,0,130.8,2475.2,7.6,105,2482.8,9.6,41.1,0
2403303-004,24,033,03-004,371.8,1120.6,4.3,0.1,0,73.9,1420.8,0.1,61.9,1415.3,0.1,56.5,1419.5,4.3,20.6,0.1
2403303-005,24,033,03-005,260.3,846.7,7,1,2,52.9,1074.1,1,42.9,1082.1,1,25.9,1074.1,9,15,3
2403303-006,24,033,03-006,429.2,1392.4,5.7,2.9,0,59.1,1766.2,1.9,60.1,1757.7,2.9,50.5,1782.5,6.7,11.4,1.9
2403303-007,24,033,03-007,41,201,0,1,0,4,236,0,7,236,0,7,237,0,3,0
2403303-008,24,033,03-008,59,71,1,5,0,29,100,1,32,98,0,32,91,3,5,0
2403304-001,24,033,04-001,1060.4,428.3,5.3,5.8,0,536.7,861.9,0.8,635.3,755.5,3,580.9,785.4,10.7,46.3,0
2403305-001,24,033,05-001,830.7,1932.5,12.4,7.2,5.2,301.4,2428,1.4,267.9,2487.9,3.4,214.4,2504.5,18.5,32.9,3.1
2403305-002,24,033,05-002,383.8,606.1,5.2,2.7,0,96.2,873.5,0.9,106.9,867.3,0.1,93.5,878.1,5.3,8.7,0.1
2403305-003,24,033,05-003,369.2,1013.9,2.9,7.8,4.9,93.8,1267.9,1,97.7,1283.5,2.9,100.6,1272.8,5.9,11.7,0
2403305-004,24,033,05-004,378.8,1193.1,6.1,10.2,2.1,101.2,1467.1,8,79.3,1488.5,5.1,75.4,1490.2,13.1,8.3,4
2403305-005,24,033,05-005,595.9,1495.5,6.8,4.8,1.9,198.3,1897.9,0,173.2,1912.4,5.8,131.6,1923,12.6,36.8,2.9
2403305-006,24,033,05-006,515,1370.6,14.5,6.2,2,157.3,1734.9,1.3,142.8,1753.7,1,125,1742.8,12,33.6,3.1
2403305-007,24,033,05-007,570.9,1391.4,0,5.1,0,171.8,1767.6,3,175.9,1776.5,7.9,162.9,1767.7,7,22.8,1
2403305-008,24,033,05-008,373.4,520.5,3.6,15.3,1.7,187.1,680.1,2.5,195.5,681.4,2.7,175.6,686,11.3,14.7,0.9
2403305-009,24,033,05-009,81,239,0,5,2,34,282,1,37,284,0,29,282,1,8,0
2403305-010,24,033,05-010,245.8,488.7,6,3.1,0,90,634.2,5,95.1,636.3,0.1,76.9,640.2,7.1,13.3,0
2403305-011,24,033,05-011,334.6,944.4,1,10,0,94.8,1192.1,0,71.8,1220.2,0,66.7,1208.1,7,16.1,3
2403305-012,24,033,05-012,489.6,1258.8,7.1,5.5,0.1,148.5,1576,1.1,130.8,1606.1,3.1,104.1,1625.2,7.4,21.5,1
2403306-001,24,033,06-001,403.7,1611,17.7,6.7,0,68.3,1974.7,2.8,56.2,1988.7,0.7,42.3,1973.5,14.8,26.4,0.3
2403306-002,24,033,06-002,192,576,4,6,0,34,739,2,38,736,2,34,735,4,12,0
2403306-003,24,033,06-003,375.4,1542.1,16.8,4.9,0,67.2,1874,4.9,51.4,1883.9,5.9,43.5,1888.9,11.8,19.8,3
2403306-004,24,033,06-004,244,1155.8,12.1,5,4,37.8,1378.9,3,40.5,1382.6,3,38.4,1381.6,7,5.2,0
2403306-005,24,033,06-005,232.8,843.3,10.2,11.1,0.1,32.6,1055.7,2.1,30.6,1051,0,32.5,1060.9,4.1,7.3,0
2403306-006,24,033,06-006,188.6,906.5,5,1.7,1.6,30.5,1077.7,4.1,35.2,1071.3,1.7,25.4,1073.8,3.4,13.9,1.6
2403306-007,24,033,06-007,394.8,1397.6,7.1,5,2,95.4,1711,5,79.6,1724.8,3,55.3,1722.8,12.2,33.2,2
2403306-008,24,033,06-008,207.4,830,1.9,0,0,32.9,1005.6,5.8,35.7,1006.5,1.9,28,1013.3,3.9,11.6,0
2403306-009,24,033,06-009,219.1,912.7,3.9,7.4,0,43.8,1109.6,0,39.4,1100.1,0,26.9,1119.5,3.9,10.2,0
2403306-010,24,033,06-010,240.2,1010.8,3.9,9.5,0,53.9,1215.4,1.9,47.3,1216.2,0.1,31.1,1226.7,3.9,16.2,2.9
2403306-011,24,033,06-011,321.8,1159.4,9,6,0,44,1460.2,0,43,1457.2,0,34,1446.3,6,20,4
2403306-012,24,033,06-012,164.9,929.4,4,3.1,0,42.4,995.5,2,26.8,1083.6,2,21.7,1082.8,3,10,0
2403306-013,24,033,06-013,424,1009,7,5,0,87,1364,0,87,1363,0,73,1362,7,23,0
2403306-014,24,033,06-014,71,194,0,0,0,10,259,0,6,257,0,6,259,2,3,0
2403306-015,24,033,06-015,278,1281,6,10,0,46,1519,0,30,1542,2,19,1557,4,18,0
2403306-016,24,033,06-016,190.3,973.2,10.4,4.3,0,33,1157.2,5.2,26.2,1163.1,4.3,26.9,1162.3,5.2,8.8,1.7
2403306-017,24,033,06-017,312.5,1425.4,12.1,12.9,2,58.4,1729.3,3,50.5,1728.1,2,32.4,1739.1,7.1,25.3,2
2403306-018,24,033,06-018,228.5,719.8,2.4,8,0,54.5,899.4,0,55.4,896.2,0,44.9,908.2,9.6,9.6,0
2403306-019,24,033,06-019,235,940.9,8.8,7.9,4,38.1,1144.3,4.9,33.9,1163.7,2.9,27.8,1161.7,4,19.9,2.9
2403306-020,24,033,06-020,339.2,1394.6,6,1,0,58,1638.8,1,59,1687.8,1,37,1691.7,12,20,1
2403306-021,24,033,06-021,85.4,222.4,4.1,1,0,15.6,296.3,1,9.4,302.6,0,10.3,295.6,6,3.1,0
2403306-022,24,033,06-022,332.5,1620.5,8.1,0.4,0.4,58.3,1917.4,3.9,59.4,1903.1,5.3,55.2,1911.6,6.7,8.1,3.3
2403306-023,24,033,06-023,187.5,761,3,5,0,44.1,920.4,1,40.1,909.4,1,32.1,920.4,7,8,0
2403306-024,24,033,06-024,89.6,389.2,1,1,0,12.9,470.8,0,17.9,460.8,0,14.9,463.8,4,2,0
2403306-025,24,033,06-025,34,157,1,0,2,7,189,0,4,192,0,6,191,0,0,0
2403306-026,24,033,06-026,133.9,567.3,2.7,0,0,18.9,687.7,0,21.6,684.1,0,14.4,685,2.7,13.5,0
2403306-027,24,033,06-027,178.9,430.3,3.1,0.2,0,52.1,554.8,0,61,545.9,0,50.1,546,7,7.3,0
2403306-028,24,033,06-028,134.7,306.6,1,0.1,0,29.6,408.7,0,37.7,396.6,1,32.5,403.8,3.1,3.1,1
2403306-029,24,033,06-029,88.6,325.8,3.1,0.3,0,14.5,400.7,0,7.4,408.3,0,10,409,6.1,0.3,0
2403306-098,24,033,06-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403306-099,24,033,06-099,1,4,0,0,0,0.2,4.8,0,0.1,4.9,0,0.1,4.9,0,0.1,0
2403307-001,24,033,07-001,173.7,317.2,2.9,2,2,31.2,461.6,2,30.2,459.6,2,21.5,458.7,2,11.7,2.9
2403307-002,24,033,07-002,668,385,7,10,0,298,717,0,349,645,0,316,654,10,36,0
2403307-003,24,033,07-003,865.6,490.9,5.9,5.9,0,372.8,913.4,0,447,832.4,0,406.9,822.7,15.6,56.6,2
2403307-004,24,033,07-004,926,532,4,2,0,445,920,0,520,836,0,476,855,12,33,0
2403307-005,24,033,07-005,933.2,643.5,9.6,10.4,0,410.2,1079.8,0,484.2,1005.5,0,436,1011.9,13.6,56.4,0
2403307-006,24,033,07-006,606.4,799,4,6,0,196.5,1186.1,2,219.3,1159.3,0,185.6,1169.2,7,30.8,0
2403307-007,24,033,07-007,801.6,1238.7,4,4.6,2.6,293.7,1716.4,2,299,1698.6,0.7,253.7,1716.4,13.8,30.7,2.3
2403307-008,24,033,07-008,478,776,6,3,0,125,1110,2,142,1088,0,124,1085,7,28,4
2403307-009,24,033,07-009,616.4,1574.1,5,5.6,5.1,147.8,2034.4,8,137,2051.2,5,119.2,2060.3,13.1,19.5,0
2403307-010,24,033,07-010,667.1,1393.2,13,3,2,201.1,1849.3,1,199.1,1849.3,1,180,1829.3,14,31,1
2403307-011,24,033,07-011,516.1,1554.5,4,10,0,68,2017.6,0,74,2005.6,8,57,2010.6,13,25,0
2403307-012,24,033,07-012,291.9,1113.7,5.2,12,0,37.2,1367.5,0,32,1396,2.6,32.8,1388.4,11.2,12.9,0
2403307-013,24,033,07-013,365.3,927.8,4.1,3,0,71.8,1221.4,3,80.8,1210.3,1,64.5,1224.3,1,7.3,3.1
2403307-014,24,033,07-014,362.9,409.3,2,3.4,1.4,148.1,601.2,0,154.2,591.8,1.4,134,592.5,8.1,20.2,0.7
2403307-015,24,033,07-015,315.8,887.3,5.7,2.9,0,63,1154.5,1,43.9,1165.9,0,47.7,1160.2,5.7,6.7,0
2403307-016,24,033,07-016,350.7,384.8,3.9,1.1,1.9,162.4,542.4,0,167.6,540.9,0.9,162.1,540.8,6.9,12.4,0
2403307-017,24,033,07-017,276.2,548,3.1,5.1,0,75.7,755.1,0,82.7,739.9,0,73,737.2,6.2,15.4,0
2403307-018,24,033,07-018,63.9,96.3,1.6,1.1,0,11.2,147.4,0,11.2,149,0,8,147.4,1.6,3.7,0
2403307-019,24,033,07-019,25.7,88.8,0,0,0,6.4,105.9,0,3.5,107,0,3.4,107.1,2,0.1,0
2403307-020,24,033,07-020,80,112,1,0,0,28,151,0,38,146,0,32,144,1,7,0
2403307-021,24,033,07-021,120,155,3,0,0,50,212,0,58,209,0,51,211,4,7,0
2403307-022,24,033,07-022,599.3,1713.8,3,9.6,1.9,160.4,2138,2.9,160.6,2158,0.2,124.5,2184.9,6.8,27.2,1.9
2403307-023,24,033,07-023,329.6,886.8,3.3,2.1,0,65.1,1154,0,51.2,1165.6,0,39.4,1159.3,7.3,18.3,0
2403307-024,24,033,07-024,119,178,3,2,0,41,247,0,40,249,0,29,256,1,12,0
2403308-001,24,033,08-001,778.4,326.3,8.6,3.8,0,409.5,642.1,0.8,509.2,550.1,0,459,558.2,12.2,44.9,1.2
2403309-001,24,033,09-001,548,1601,7,5,0,145,1974,0,117,2040,3,103,2040,16,21,0
2403309-002,24,033,09-002,209,574,2,3,0,38,744,0,41,743,0,41,735,1,12,0
2403309-003,24,033,09-003,141.7,271,3.3,3.7,0,58.6,348.9,0,61.6,346.3,0,57.4,348.1,4,8.7,0
2403309-004,24,033,09-004,353,954,6,10,0,83,1190,5,68,1236,3,57,1245,3,18,2
2403309-005,24,033,09-005,336,1131,12,8,0,66,1421,0,61,1431,0,54,1409,19,18,2
2403309-006,24,033,09-006,542.8,1557.5,10,10,0,97,1954.3,3,84,2032.3,0,67,2029.3,17,23,2
2403309-007,24,033,09-007,463,1685,12,5,4,118,1984,3,96,2077,3,85,2083,9,13,4
2403309-008,24,033,09-008,660.1,2117.4,4,5,2,164,2545.5,3,128,2650.5,1,113,2660.5,10,18,1
2403309-009,24,033,09-009,322,532,9,2,0,88,754,0,105,745,0,89,743,4,15,0
2403309-010,24,033,09-010,346,1017.1,4,6,0,84,1248.2,6,90,1277.2,3,72,1286.2,3,21,4
2403309-011,24,033,09-011,551,1351,7,18,4,181,1708,3,161,1756,2,145,1757,10,17,1
2403309-012,24,033,09-012,27,63,0,2,0,12,83,0,10,83,0,7,85,0,3,0
2403309-013,24,033,09-013,360.6,972.7,4,3,0,84.3,1260.9,2,78.3,1259.9,3,76.3,1248.9,7,21,0
2403309-014,24,033,09-014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403309-015,24,033,09-015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403310-001,24,033,10-001,187.3,544.7,4.1,2.6,0.3,69,668.5,0.6,58.2,671.1,0.9,51.9,664.9,3.8,15,0.9
2403310-002,24,033,10-002,796.5,1291.2,13.7,11,1.9,311.2,1754,0,322,1727.5,0.1,262.8,1724.7,16.1,64.7,1.1
2403310-003,24,033,10-003,464.2,568.2,11.6,4.8,3.9,209,791.6,1,230.2,779.1,1,179.1,781,6.7,53,5.8
2403310-004,24,033,10-004,366.9,1129.1,6.4,4.6,2.8,119.2,1373.1,0,114.7,1375,0,99.1,1370.4,9.2,30.3,0.9
2403310-005,24,033,10-005,1377.6,812.6,8.9,12.6,0,595.7,1487,1,676.8,1394.2,2.8,576.6,1395.1,22.1,117.8,3.7
2403310-006,24,033,10-006,670.8,1444.4,9,16,0,262.3,1797.7,3,248.4,1832.7,3,227.3,1848.7,14,28.1,3
2403310-007,24,033,10-007,368.5,683.7,8.8,4.9,1.9,133.9,902.8,0.9,148.5,902.2,0.9,130.7,907.7,1.4,17.9,0.9
2403310-008,24,033,10-008,331.6,600.4,6.8,4.8,0,149.9,743.5,0,161.5,754.2,0,139.2,749.3,13.5,24.2,0
2403310-009,24,033,10-009,415,992.7,10,5.7,2.1,150.3,1261.5,0,158.4,1230.6,0.2,130.6,1237.1,6.6,31,0.2
2403310-010,24,033,10-010,319,637,6,8,0,106,828,3,120,826,0,94,836,9,20,3
2403310-011,24,033,10-011,297,770,6,3,0,116,932.9,1,114,951.9,0,88,947.9,6,26,1
2403310-012,24,033,10-012,748.7,1939.6,14.7,10.4,0.4,292.1,2376.1,5,273.7,2403.4,5.9,237.1,2388.3,17.8,61.5,1.3
2403310-013,24,033,10-013,799.6,1583.5,9.6,1.5,2,338.9,2020.5,1.1,323.5,2027.7,1.1,280.9,2008.4,19.8,58.3,0.1
2403310-014,24,033,10-014,49.8,359.1,5.3,0,2.7,11.6,400,4.4,8,414.2,0,6.2,405.3,2.7,8.9,0
2403311-001,24,033,11-001,531.2,1152.4,9,5,2,161.1,1504.5,0,164.1,1514.5,2,152.1,1509.5,12,17,0
2403311-002,24,033,11-002,553.7,1188.5,6,10.1,2,166,1553.3,1,171.7,1546.6,1,158.2,1565.8,7.1,12.4,3
2403311-003,24,033,11-003,611.3,1485.2,12.9,5.9,2,144.7,1965.8,0,125.8,1994.5,1,103,1969.7,16.8,30.7,4
2403311-004,24,033,11-004,753.3,1896.6,10.1,10,2,244.2,2371.6,6,248.1,2399.8,3,218.8,2390.8,13.1,46.1,2
2403311-005,24,033,11-005,83.3,195.9,0.1,0,0,32.3,249.1,0,33.1,248.3,0,26.9,251.1,3.1,0.3,0
2403312-001,24,033,12-001,278.8,627.9,7.4,5,0.3,91.6,813.2,0.2,96.3,801.7,2.1,81.6,809.6,12.2,11.4,0.3
2403312-002,24,033,12-002,253,723.1,0.4,8.2,0,63.7,916.3,0,62.9,913.7,2.1,52.2,918.1,9.6,8.6,2
2403312-003,24,033,12-003,252.2,958.3,13,10.2,0,31.6,1221.2,2.2,30.6,1216.9,0.1,27.8,1200.2,10.2,12.7,2
2403312-004,24,033,12-004,293.7,1250.8,5.7,1.9,1.9,52.1,1514.2,1.9,37.9,1527.5,2.8,36,1525.6,2.8,16.1,0
2403312-005,24,033,12-005,375.8,984.5,7.7,2.6,3.4,125,1246.5,1.7,124.1,1235.4,1.7,99.3,1238.8,8.6,19.7,3.4
2403312-006,24,033,12-006,298.9,1220.5,9,8,0,50,1491.4,0,49,1497.4,3,40,1493.4,4,17,0
2403312-007,24,033,12-007,273,956,6,6,0,74,1175,0,65,1174,0,57,1175,16,10,1
2403312-008,24,033,12-008,209,744,3,8,4,32,935,2,25,940,0,26,943,2,10,2
2403312-009,24,033,12-009,161.1,952,6.2,5.3,1.8,36.1,1093.7,1.8,23.8,1099,2.6,24.6,1095.5,10.6,10.6,1.8
2403312-010,24,033,12-010,744.7,1618,13,7,2.2,232.2,2107,1.4,215.2,2114.3,1.6,194.4,2130.8,18.7,27.7,3.4
2403312-011,24,033,12-011,423.1,1402.5,8.9,10.4,0.2,109.5,1728,2,119.7,1724.5,0.1,96.7,1717.3,15.4,29.1,2.1
2403312-012,24,033,12-012,266,1022,10,2,2,62,1228,0,50,1252,3,44,1248,7,12,3
2403312-013,24,033,12-013,316.3,1338.9,20.1,8.1,2,65.1,1635.4,0,46.2,1635.4,2,41.2,1641.1,14.1,15.1,0
2403312-014,24,033,12-014,462.7,983.4,3.8,5.6,0,142.4,1284.1,2.8,159.2,1275.6,4.7,136.7,1296.2,5.6,4.7,2.8
2403312-015,24,033,12-015,343,1003,2,5,2,74,1290,2,56,1302,3,50,1306,4,12,2
2403312-016,24,033,12-016,189.1,897.8,6.3,8.1,0.1,46.5,1070.4,0.1,41.8,1065,0.1,29.7,1062,13.1,12.8,1
2403312-017,24,033,12-017,75,225,3,1,2,6,299,1,6,294,3,3,302,1,2,1
2403312-018,24,033,12-018,51.2,163.4,0,3,2,13.4,207.4,0,13.3,202.5,0,13.3,208.5,0,0.1,0
2403313-001,24,033,13-001,82,335.7,3.9,4.8,0,20.3,405.1,0,11.6,410,0,9.7,410,2.9,4.8,0
2403313-002,24,033,13-002,165.2,897.4,4,5.2,0,25.5,1010.4,0,25.4,1059.4,0.1,19.4,1050.3,7,13.2,1
2403313-003,24,033,13-003,240.4,721.9,3,3,2,40.7,937.5,0,47.4,929.7,0,31.4,935.7,3.1,15.3,1
2403313-004,24,033,13-004,225.7,763.6,1.6,5.9,0.1,43.8,932.1,3.3,38.2,950.6,2.3,27.6,949.3,6.2,22,0
2403313-005,24,033,13-005,453.2,1220.2,7.2,8.1,0.1,96.3,1562.5,1,92,1588.8,8.1,58.2,1623,1.1,25.7,3.1
2403313-006,24,033,13-006,337.2,1198,8.7,7.7,1.9,66.3,1449.7,2.9,50.9,1502.5,2.9,42.3,1508.3,5.8,12.5,1
2403313-007,24,033,13-007,411.4,2055,16.8,8,2,82,2402.2,7.8,58.2,2434.7,5.9,50.3,2444.5,12.8,22.7,1
2403313-008,24,033,13-008,102,587,1,3,2,25,676,2,22,680,0,22,690,0,2,0
2403313-009,24,033,13-009,403.1,1260.6,6.4,13.2,0,67.8,1602.3,5.2,45.3,1643,2.1,30.1,1650.2,7.3,8.5,1
2403313-010,24,033,13-010,431.4,1784.8,8.7,9.6,0,79.5,2137.6,1.8,64.6,2183.9,0,47.1,2186.5,10.5,31.4,1.8
2403313-011,24,033,13-011,375.6,1404.1,4.2,0.5,0,66.8,1683.2,2.2,56.9,1723.5,2.2,38.7,1745.7,0,17.4,0
2403313-012,24,033,13-012,363.5,1621.3,6.5,5.9,2,77.5,1891.6,2.3,54.4,1949.5,0.3,43.9,1937.3,10,25.8,0
2403313-013,24,033,13-013,310.7,966.3,4.9,5,0,69.5,1173.2,0,55.6,1214.2,0.4,50.7,1213,5.9,22.2,0
2403313-014,24,033,13-014,540.4,2161.7,8.3,7.1,3.9,118.4,2559.3,2.2,98.4,2624.4,4.9,63.6,2634.2,5.6,37.8,4.1
2403313-015,24,033,13-015,337.7,992,4.1,5.4,0,89,1225.1,2,70,1255.6,5.4,60.5,1248.2,6.8,24.5,0
2403313-016,24,033,13-016,269.5,1317.8,9,5,0,45.9,1536.4,2,21,1583.3,3,16,1570.3,12,21,2
2403313-017,24,033,13-017,178,838,4,3,0,44,958,0,32,995,0,26,996,6,13,0
2403313-018,24,033,13-018,67.5,376.6,0,0,0,10.7,422.8,1.8,10.7,434.3,0,6.2,439.6,0,7.1,0
2403313-019,24,033,13-019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403313-020,24,033,13-020,147.6,474.6,0.7,1.8,0,21.2,599,0,13.6,604.7,0,11.8,603.5,2.5,11.1,0
2403313-021,24,033,13-021,192.9,646.8,0.2,6.2,0,38.2,807,0,29.2,818.8,0,24,811.2,6.2,13.1,0
2403313-022,24,033,13-022,66.5,304.4,1,0,0,10.3,347.2,0.2,8.3,363.7,0,10.8,365.4,0,0.9,0
2403313-023,24,033,13-023,69.9,235.2,1.9,3.6,0,9,297.3,1.2,8.7,301.6,1.2,6.7,304,0.2,3.5,0
2403313-024,24,033,13-024,148.8,458.4,1.2,1.4,0,21.5,588.8,0.2,18.6,585.4,0.2,15.4,595.4,1,3.3,0
2403313-025,24,033,13-025,32,112,1,0,0,3,143,0,1,146,0,3,143,0,0,0
2403313-099,24,033,13-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403314-001,24,033,14-001,699.5,992.7,3.3,10.2,5,242.7,1371.4,1,267.4,1381.5,0,228.3,1404,7.8,38.4,1.3
2403314-002,24,033,14-002,414,1462,6,8,3,124,1759,6,117,1758,8,103,1776,10,18,4
2403314-003,24,033,14-003,870,498,3,8,0,385,890,5,446,826,3,411,840,9,35,1
2403314-004,24,033,14-004,848,514,0,1,7,386,890,3,430,843,3,392,851,13,38,0
2403314-005,24,033,14-005,682,437,9,3,0,283,777,1,340,708,0,303,699,17,35,1
2403314-006,24,033,14-006,716,281,9,5,2,313,611,6,369,556,0,329,548,16,50,0
2403314-007,24,033,14-007,813,1651.7,7.9,18.9,4.9,225.5,2245.3,3.1,242.4,2222.6,5.4,184,2253.4,20.7,39.2,3.1
2403314-008,24,033,14-008,232.1,677,7,8.1,2,78.4,845.3,0,72.3,848.8,0,61.3,845.6,12.1,12.2,1
2403314-009,24,033,14-009,745.6,1249,6,5,0,277.4,1630,3,292.6,1649.4,0,262.6,1649.5,23,32.7,0
2403314-010,24,033,14-010,345.6,518.4,3,6,2,133.8,706.2,3,139.8,712.2,2,115.9,719.2,14,10,2
2403314-011,24,033,14-011,454.3,315.8,2.5,0,2,192.3,548.3,0,235,501.9,2,206.6,510.1,6.2,26.5,1
