GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
220430007-1,22,043,0007-1,205.1,13,6,0,3,0,0,61,27,71,34,9,5,0,0,1,7,0,0,0,0,0,0,1,1,0,1,2,0,0,0,111,6
220430007-2,22,043,0007-2,207.9,16,2,1,0,0,0,46,15,76,28,17,9,0,0,0,19,7,2,3,0,0,0,1,0,0,0,4,0,0,0,93,8
220430007-3,22,043,0007-3,515.4,35.9,9.5,0.9,8,1.6,1,144.2,49.5,181,51.8,35.8,16.8,6.6,2.4,0,30.3,9.2,3.6,2,0.8,0.2,0,1,0,0,0.1,4.3,0.9,3.3,0,210,16.7
220430007-4,22,043,0007-4,135.2,9.5,1.9,0,0,0,0,27.4,10.4,60.5,11.3,10.4,5.7,0,0,0,2.8,2.8,0,1.9,0,0,2.8,0.9,0,0,0,2.8,0,0,0,44.5,5.7
220430008-1,22,043,0008-1,55,1,0,0,0,0,3,9,6,12,8,10,0,1,0,0,1,0,1,5,0,0,0,0,0,0,2,1,0,0,0,18,4
220430008-2,22,043,0008-2,508.7,27.4,6,1,0.1,0,3.2,145.6,33,177.9,36.9,52.1,27.8,6.2,0.1,0,20.5,7.5,4,0.5,0.1,1,0,0,0,1.1,0,2.1,0,1.1,0,195.9,22.3
220430008-3,22,043,0008-3,168,6,1,0,0,1,1,45,9,63,12,13,5,1,1,0,4,3,0,2,0,0,1,1,0,0,0,2,0,0,0,59,3
220430008-4,22,043,0008-4,503.6,47.3,4,0,0.1,3.9,3,129.2,60.2,181,58.1,27.2,20,3,0,0,28.8,15.8,1,5,0,0,0,3,0,0,0,1,1,0,0,176.1,19.7
220450001-1,22,045,0001-1,44.8,854.3,2.4,3.7,0,0.6,7,30.2,99.7,2.1,1.3,9.9,3.9,2.4,0,0,268.7,162.8,70.6,45.5,17.7,15.4,6.6,3.3,6,1.3,2,9.2,21.6,8.6,1.9,14.7,237.1
220450001-3,22,045,0001-3,266.9,210,7.3,8.4,4.2,0.1,4.9,69,140.4,19.7,30.2,13.6,7.3,4.5,0,0,79,35.7,13.2,10.5,3.2,7.7,0,0.4,3.3,0.9,0,5.8,25.6,1.9,0,131.7,87.5
220450002-1,22,045,0002-1,121,705.8,4.7,7.3,0,3.3,5,52.8,152.7,6,7,14.9,9.9,3.7,2,0,205.2,119.6,56.1,49.5,8.9,13.2,5.3,2.7,1,3.7,1,21.6,26.2,1.3,2,44.8,150.7
220450002-3,22,045,0002-3,769.1,279.1,14.1,1,0,2.3,2.3,198.3,337.1,25.2,87.8,20.6,11,3.3,1.3,0,73.6,71.7,24.4,16.6,8.7,4.6,2.3,3.8,1.5,0,0,8.7,76.9,3.1,0,350.8,111.2
220450003-1,22,045,0003-1,405.3,151.5,15.4,4.1,0,0,0.1,98.8,182.9,27.6,56.5,6.4,7.2,0.1,0,0,59.2,30.9,9.2,8.2,3.1,3.1,4,5,6.1,0,1,7,42.3,2,0.1,178.9,56.2
220450003-2,22,045,0003-2,658.5,175.2,16,4.3,3.1,2,0.8,138.2,319.3,56.5,53.9,23.6,10.9,4.4,0,0,70.7,34.9,10.4,18.9,7.3,0.3,2.4,8.8,0.1,1,0,4.9,51,3.3,1,317.3,64.3
220450003-3,22,045,0003-3,518.6,139.3,7.7,1.8,0.2,0.3,3.1,135.1,220.4,24.8,44.7,26.1,7,6.1,1.9,0,57.1,34.9,9.7,6.4,9.6,1.1,1.9,3.5,0.1,0.2,0,5.4,41.9,1.5,0,246.6,56.6
220450004-1,22,045,0004-1,350.1,395.9,9.1,3.5,1.4,4.9,6.5,86.6,191.2,25.1,32.9,19.6,6.3,1.6,2,0,126.3,73,38,29.4,10.2,9.4,2.1,8.8,1.9,0.6,0,10.8,46.2,0.5,0.1,151.5,108.8
220450004-2,22,045,0004-2,246.3,628.8,10.2,4.6,3.3,1.6,5.2,67.7,188.8,10.5,16.6,17.5,5.4,3.7,0,1.4,210.8,120.7,51.4,42.1,8.2,7.7,5.3,6,3.9,1.2,1.7,11.3,49.4,1.3,1,110.5,179.9
220450004-3,22,045,0004-3,249.4,804.6,7.1,5.6,1.3,3.7,4.6,71.6,198.3,20,20.1,18.1,6.1,2.4,0,0.6,272,148.6,74.7,51.2,21.3,11,5.8,3.9,7.2,0.3,0.3,17.6,46,0.9,0,116.4,235.2
220450004-4,22,045,0004-4,434.5,405.3,10.3,4,0.2,0.8,5.1,82.8,227.2,34.3,51,24.8,4.9,4.7,0,0,128.7,113,26.3,19.3,14.1,4.7,3.9,7.5,1.1,0.1,2,12.9,43.2,0.5,0,204.5,124.2
220450005-4,22,045,0005-4,843.4,155.8,23.6,6.8,8,2,6.1,213.8,376.9,60.4,71.9,21.3,8.7,7.3,2,0,64.5,34.9,11,7.4,17.4,0,2.4,0.4,3.4,0,1,2.5,86.4,0,0.1,444.6,75.7
220450006-1,22,045,0006-1,243.2,294.3,5.6,10.8,1.7,0,3.6,65.9,130,38.7,21,9.2,4.9,5.2,0,0,89.3,70.3,29.2,14.4,6.5,4.6,3.9,1.9,1.3,1.9,0,5.8,19.3,2.9,0,110,81.3
220450006-3,22,045,0006-3,741.7,143.8,16.3,7.9,0.7,1.3,6.6,207.9,357.8,63.6,69.7,14.6,4.5,0.9,1.3,0,56.9,34.4,7.6,6.3,9.1,0.9,0,2.4,0.7,0.9,0.7,4.8,42.5,0.9,0,450.1,77.9
220450006-5,22,045,0006-5,728,342.6,14.6,4.6,4,0.1,0.5,220.6,300.6,37.7,103.1,22.7,2.7,5.6,3.4,2,115.3,64.8,21.1,9.4,4.1,3.9,0.2,4.8,1,1,0,11.7,69.5,2.6,1.1,404.2,119.9
220450007-1,22,045,0007-1,449.1,106.3,18.2,5.7,6.7,1.9,1.9,124.5,262.4,26.8,32.5,4.8,1,5.7,0,0,46.9,27.8,4.8,6.7,6.7,1,0,8.6,0,0,0,3.8,17.2,0,0,278.6,50.8
220450007-2,22,045,0007-2,681.7,102.9,16.3,4.7,3.1,1.8,4.5,179.4,308.5,49.2,66.9,13.2,5.8,9.2,1.5,0,46.6,34.5,4.6,9.8,4.6,0.1,0,6.3,2.7,1.3,0,7.2,46.1,2.8,0.1,368.8,52.5
220450007-4,22,045,0007-4,1109.6,159.2,27.4,8.4,4.3,1.9,3.9,286.7,503.7,96.2,117.4,25.2,10.7,7.9,1.2,0,66.6,51.1,7.8,9.9,9.3,1,0,4.3,4.7,0.9,0.3,8,70.4,1.4,0.9,586.2,88.6
220450007-5,22,045,0007-5,157,7,4,0,0,0,4,34,78,11,25,1,0,0,0,0,1,3,1,0,1,1,0,2,0,0,0,0,12,0,0,133,3
220450008-2,22,045,0008-2,782.2,120.2,17.3,6.3,0,0,4.7,184.6,331.4,74.6,74.6,21.2,10.2,3.1,1.6,0,56.5,43.2,7.1,9.4,4.7,5.5,0,0,3.1,0,0,1.6,62.8,0,3.1,380.9,58.1
220450008-3,22,045,0008-3,484.9,98.8,11,2.3,0,0.4,1.3,117.5,225.5,23.1,63.6,8.9,3.8,1.5,0.9,0,37.6,27.9,6.9,4,1,0.6,0.4,1.5,0.4,0.4,0,2.8,34.3,0,0.4,259.3,43.6
220450009-1,22,045,0009-1,726.4,395.1,16,2.4,1.1,0,4.4,213.9,293.6,38.8,69.9,20,8.6,2.4,6.3,0,113.2,88.7,26.2,18,8.5,8.1,6,5.4,1.4,0.1,0,13.2,96.9,1.6,0,353.7,164.4
220450009-2,22,045,0009-2,1282.1,260.6,15.8,3.1,1.3,0,4.6,324.7,512.5,58.6,169.5,50.7,11.5,5.4,0.2,0,98,70.5,23.5,7.9,1.6,4.7,2,4.6,1.7,2,1,5.8,99.7,1,1.4,621.1,119.9
220450009-4,22,045,0009-4,975,150.3,21.6,2.3,3.8,0.4,1.7,257,408.9,85.6,129.7,31.3,9.2,2.1,1,0,67.9,38,9.3,5.9,1.8,0.5,0.4,0.8,0.7,0.4,0,3.2,50.9,1,1.7,573.5,76.1
220450009-5,22,045,0009-5,224.6,68.7,3.4,2.7,2.7,0,2,58.7,96.8,19,21.9,10.9,6.8,0,0,0,23.2,23.1,3.4,1.4,0,2,0,1.4,0.7,0,0,1.4,14.4,0,0,119.4,28.6
220450010-1,22,045,0010-1,280.5,437.2,12.6,3.2,1.1,4,0,69.9,149,17.6,21.9,14.4,3.5,1,1.1,0,125.2,89.1,19.6,7.9,46.5,5.5,1.2,5.1,2.1,0,0,3.5,97.1,0,0,132.3,145.7
220450010-2,22,045,0010-2,512.5,202.3,11.5,7.5,1,0,1.5,143.9,224.3,39,46.4,13.5,9,7.5,0,0,67.9,54.4,15.5,13,6,0,2.5,3.5,1.5,0,0,7,47.5,1,0.5,198.8,68.9
220450010-3,22,045,0010-3,1094.5,190.1,17.1,6.8,3.8,2.1,3.6,254.9,409.9,55.3,134.1,45.3,17.2,10.2,3,0,71.3,75.7,13.2,12.5,15.2,1,2.3,4,3.7,1.3,0,6.9,110,2.6,0.7,503.1,81.8
220450010-4,22,045,0010-4,886.9,239.2,16.8,2.1,1.6,1.1,1,229,352.4,26.5,85.7,24.2,9.6,3,1,0,79.7,56.9,12.5,9.4,12.5,3,1.1,1.4,0.4,2,0,3.5,147.6,0.4,0,396.8,73
220450010-7,22,045,0010-7,86,20,1,1,0,1,0,36,43,2,8,3,1,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,59,14
220450011-2,22,045,0011-2,420.6,337.7,5.8,1.6,0.2,0,1,77.7,192.1,27.5,36.9,23.6,2.7,6,0.2,1.9,108,55.9,19.4,14.7,11,1.5,1.7,2.4,8.2,2,0,7.5,90.2,0,0,212.7,86.7
220450012-1,22,045,0012-1,408,511.7,7.6,2.6,1.1,1,2,99.1,154.2,34.5,33.1,15.8,8.8,0.3,3.4,0,182.6,81.6,38.3,23.6,23,6.9,7.7,1.5,1.8,1.4,0,17.7,125.1,0.3,0,199.7,142
220450012-3,22,045,0012-3,101.8,1074.6,3,2.6,0,4,2,36.4,124.8,4.4,6.8,7.3,0.7,2.6,0.7,0.1,351.8,180,77.8,55.3,35.9,17.5,10.5,2.6,5.5,0.7,0,31.7,102.7,2.6,0,40.3,300.5
220450013-1,22,045,0013-1,625.8,114.4,4.1,6.8,0.7,3,4.8,139.4,254.8,28,80,20.2,9.3,0.2,0.2,0,31.1,27.3,7,5.4,10.2,2,0.7,1.4,0.2,2.7,0,4.5,75,0.2,0.7,268.3,39.8
220450013-3,22,045,0013-3,990.3,98.2,10.3,4.5,4,4,1,232,417.1,24.1,122.7,26.3,5.6,6.5,5,0,37.2,32.9,4.7,8,3.3,4.1,1,2.4,3.1,0.1,0,11.2,105.8,0,0,402.1,55.4
220450014-1,22,045,0014-1,898.5,87,17.4,3.7,6.4,0,2.7,222.3,389.8,42.1,99.7,31.1,5.5,4.6,0.9,0,38.4,30.2,4.6,4.6,6.4,5.5,0.9,5.5,0.9,0.9,0,9.2,73.2,0.9,0,399.8,44.8
220450014-3,22,045,0014-3,1154.8,237.4,20.8,11.1,1.4,1.1,3.2,284.5,484.9,50.2,137.9,32.4,14.5,8.1,2.6,0,83.1,61,19.7,7.2,13.4,4.8,0.5,6.2,1.1,1.9,0,11.6,103.8,3.1,0,498.8,90.4
22047000001,22,047,000001,116.2,426.8,1,2.9,0,2,3,66.1,36.4,16.9,4,6.9,3.9,3,0,0,157.7,105.5,38,31,0,3,0,4,0,0,5,9,0,0,0,68,181.4
22047000003,22,047,000003,65.8,503.2,3,4.1,0,3,2,41.9,16.6,8.1,7,6.1,5.1,4,2,0,185.3,146.5,42,41,3,1,2,0,0,4,0,14,0,0,0,38,210.6
22047000004,22,047,000004,568.3,51.1,5.2,3.7,0,0,3.7,277.3,71.1,70.4,45.4,41.8,8.4,1.9,0,0,28,34.4,7.4,8.3,2.8,0.9,0,0.9,2.8,0,0,1.9,2.8,0.9,0,240.7,30.7
22047000005,22,047,000005,341.5,37.2,0,0,2,2.9,2,155.7,49,23.7,21.6,27.6,7.9,0,2,0,35.2,28.4,2,1,0,0,2,0,0,0,0,2,3,0,2.9,130.9,27.4
22047000006,22,047,000006,20.4,111.9,3.6,3,0.1,0,0,11.4,6.3,0.5,4.2,0.5,0,2,0.1,0,42.3,29.8,11.3,14.2,3,0,0.1,0.1,0,1,0,2.1,2,0,0,15.7,48.3
22047000007,22,047,000007,69,495,6,4,0,2,3,52,11,12,4,2,8,0,0,0,199,131,38,33,3,3,3,0,2,0,0,7,5,1,0,33,201
22047000009,22,047,000009,446.9,583.3,22.6,3.8,5.6,2.8,2.8,202.3,97.8,57.4,55.5,21.6,9.4,4.7,1.9,0,251.2,175.9,29.2,46.1,0.9,0.9,1.9,9.4,0.9,0.9,0,10.3,4.7,0.9,0.9,207,279.4
22047000010,22,047,000010,546.5,277.9,22.1,5.2,6.2,0.1,2.1,267.8,130.8,94.9,33.5,6.3,8.7,12.3,0.1,0,113.8,95.5,10.8,14,0.2,0.1,2.2,4.4,5.3,3.1,0.1,5,2.4,1,0,240.5,149.1
22047000011,22,047,000011,41.5,552.9,2.8,0.9,0,0,0,20.8,28.3,7.6,2.8,5.7,4.7,0.9,0,0,185.9,167.9,42.5,34,2.8,0.9,2.8,0,3.8,1.9,1.9,9.4,2.8,0,0,12.3,170.8
22047000012,22,047,000012,47,52,3,5,0,0,0,10,12,8,11,6,4,5,0,0,18,11,4,7,0,0,0,0,1,0,0,1,0,0,1,11,11
22047000013,22,047,000013,180,60,5,1,0,0,0,108,49,26,5,1,6,1,0,0,22,14,7,1,0,0,0,1,0,0,0,2,2,1,0,94,26
22047000014,22,047,000014,198,91,1,5,2,1,1,96,30,28,20,15,5,2,0,2,28,37,5,9,0,1,0,0,0,0,0,1,0,3,0,76,41
22047000015,22,047,000015,4,550,4,4,0,1,11,30,8,0,0,2,2,0,0,0,182,136,53,29,1,12,3,4,1,2,0,10,0,2,0,4,250
22047000016,22,047,000016,5,546,1,4,0,0,3,24,9,0,0,1,2,2,2,0,211,132,55,39,3,8,2,0,2,1,4,5,0,1,1,4,225
22047000017,22,047,000017,263.7,92,6.5,0.7,4,0,0,136.6,41.4,28.6,29.6,15.1,2.7,2.7,0.7,0,37.3,35.6,6.6,2.7,0,2.7,0.7,1.1,0.7,0.7,0,1.8,5.4,0,0,142.7,38
22047000018,22,047,000018,365.7,155.2,8.9,4.3,4,3,1,207.4,52.6,40.7,28.4,21.8,4.3,5.3,0.3,0,60.9,58.2,10.9,5.3,0,2.3,1.3,0.3,1.3,1.3,0,2.6,2.6,1,2,176.4,69.2
22047000019,22,047,000019,44,465,2,5,1,1,7,48,19,5,4,1,1,2,0,0,149,133,59,33,0,4,0,0,1,0,0,9,3,0,0,30,141
22047000020,22,047,000020,130.6,160.9,5.7,8.5,2.8,0,3.8,54.9,26.5,18,7.6,10.4,0.9,2.8,0,0,59.6,50.2,15.2,15.2,2.8,0.9,0.9,2.8,0,0,0,2.8,2.8,0.9,0,62.5,55.9
22047000021,22,047,000021,347.4,270.5,5.2,3.5,4.1,0.5,0.3,173.1,63.8,28.6,16.3,17.9,8,3.6,0.2,0,114.8,92,16.2,20.6,5,4.2,4.3,3.2,1,1,1,9.2,2.6,0.3,0.2,154.8,113.9
22047000022,22,047,000022,700.1,460,14.4,5.5,1,5.5,3.9,325.6,117.3,80,51.7,58.4,24.4,7.6,2.8,0,216.2,135.1,39.1,19.6,0.1,2.9,3.8,3.1,0.1,0,0,14,7.4,3.7,1.9,331.8,206.6
22047000023,22,047,000023,25.4,149.5,0,1,0,1,0,17.1,3.4,7.3,0.2,1.2,1.1,1,0,0,62.7,43.5,9.1,10.1,1,1,0,0,0,0,0,1,0,1,0,10.1,54.7
22047000024,22,047,000024,280.8,260.7,6.4,0,0,0,3.9,138.3,42.6,36.9,11,16,11.7,4.8,1,0,106.3,73.2,28.6,9.7,1,2.9,2.9,4.4,1,0,0,3.5,1,1,1,109.4,103.3
22047000025,22,047,000025,596.9,43.5,5.8,4.9,3.9,0,0.1,299.3,55,50,27.5,58.5,18.7,0,0,2.9,35.3,33.5,4.9,3,0,0,0,3.9,1,0,0,9.8,6,0.1,1,228,19.4
22047000026,22,047,000026,346,20,4,0,0,0,1,183,39,22,25,34,5,2,0,0,11,22,5,0,1,0,0,0,1,1,0,2,0,1,0,135,11
22047000027,22,047,000027,280.3,26,0.7,0.7,0,0,0.7,134.1,39.1,26.3,20.9,19.5,3.4,0.7,0,0,17,23.7,0.7,0.7,0,0,0,0,0.7,0,0.7,2.7,4,1.4,0.7,148.9,11.7
22047000028,22,047,000028,437.4,270.1,6.1,3.1,3,1,4.1,244.2,49.9,52.6,43,32.9,2.3,2.1,0,0,138.8,85.1,16.2,11.2,1,2,1,4,0.1,0,1.1,2.3,3.4,1.1,0.1,192.3,137.7
22047000029,22,047,000029,392.3,186.8,5.2,1.2,1,1,1.2,199.1,52.4,39,34.2,22.7,14.2,2.2,1,0,77.8,74.1,12.2,10.2,2,1,0,1,0.2,0,0.2,7.9,6.4,0.5,0.2,168.2,92.9
22047000031,22,047,000031,129,279,1.1,2.1,0.1,0,3,67,21.2,19.1,5.6,7.4,1.5,1,1,0.1,123.5,93.8,15.9,10,1,4,0,3.1,0,0,0,7.2,0.1,2,0,38.4,168.6
22047000032,22,047,000032,84.5,613,1.9,0.9,0.9,0,2.8,81.7,17.8,6.6,6.6,8.4,0.9,2.8,0,0,284.4,157.7,44.1,18.8,3.8,7.5,2.8,0,0,0,2.8,14.1,0.9,3.8,0.9,43.2,285.4
2204700013C,22,047,00013C,17,160,1,1,0,0,1,13,3,4,1,1,1,0,2,0,59,43,17,10,1,3,0,0,0,0,0,1,3,0,0,6,68
2204700014A,22,047,00014A,32.4,253.1,5.3,1.5,0.2,0,1.2,16.1,17.5,5,0.4,6.6,2,1.2,2,1,88.4,56.8,18.9,23.9,1.2,1,0,1.2,0,0,0,4.2,2.2,0,0,20.5,95.2
2204700015B,22,047,00015B,126,72.1,3.9,0,1.9,0,1,72.1,15.4,11.5,3.9,11.5,1,0,1.9,0,32.7,19.2,6.7,5.8,1,0,1.9,2.9,0,1,0,3.9,0,1,0,69.2,31.7
22049000001,22,049,000001,92,3,0,0,0,0,0,32,11,30,7,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
22049000002,22,049,000002,478,10,9,2,6,0,0,201,12,161,35,23,1,7,0,0,17,15,1,0,0,1,0,3,0,0,0,0,0,0,0,229,9
22049000003,22,049,000003,349,14,4,0,0,0,0,124,26,102,41,28,6,4,0,0,18,1,0,2,0,0,0,0,0,0,0,0,0,1,0,143,11
22049000004,22,049,000004,304,88,3,0,4,0,5,111,27,103,23,19,5,2,0,0,49,29,3,4,2,3,2,1,2,0,0,1,0,0,0,138,48
22049000005,22,049,000005,109,175,0,2,0,3,0,53,11,23,6,11,1,0,0,0,81,64,1,10,2,0,0,0,1,0,0,1,0,0,0,49,101
22049000006,22,049,000006,382,30,5,0,1,0,2,147,26,97,26,15,13,1,0,0,41,17,3,3,0,0,0,1,1,2,0,3,0,0,0,147,17
22049000007,22,049,000007,72,1,0,0,0,0,0,21,4,20,0,8,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,2,0,0,21,1
22049000008,22,049,000008,218.7,87.7,2,2,0,0,2,68,14.8,80.8,14.8,14.8,3.9,1,1,0,38.4,37.4,3.9,4.9,0,0,0,0,0,0,0,3,0,1,3,95.6,41.4
22049000009,22,049,000009,129.5,143.2,4,0,1,0,0,49.2,8,46.2,2,8,1,1,0,0,66.1,52.1,3,9,2,3,2,0,0,0,0,4,2,0,0,58.2,78.1
22049000010,22,049,000010,531,17,9,2,4,2,0,232,41,155,22,27,7,5,0,0,30,19,3,0,0,0,0,0,1,0,0,3,1,0,0,199,11
22049000011,22,049,000011,595.5,20.1,14.4,1,1,0,0,238.8,68.1,155.3,37.4,37.4,5.8,3.8,0,0,37.4,15.3,0,1.9,0,1,1.9,3.8,0,0,0,2.9,0,1,0,268.5,19.2
22049000013,22,049,000013,186,223,0,1,0,0,2,80,9,65,7,16,5,0,4,0,149,47,10,10,1,0,2,0,0,0,0,2,0,3,0,63,84
22049000015,22,049,000015,112,45,1,0,3,4,0,43,4,35,4,11,6,1,0,0,30,12,4,7,0,0,0,0,0,0,0,2,0,0,0,47,25
22049000016,22,049,000016,6,129,4,0,0,0,0,4,3,0,0,0,0,0,0,0,83,28,3,9,0,0,0,1,0,0,0,1,1,0,0,1,79
22049000017,22,049,000017,73,31,1,0,0,0,2,18,3,24,4,8,1,1,0,0,26,6,3,0,1,1,0,0,1,0,0,1,0,0,0,31,16
22049000018,22,049,000018,251,66,5,3,1,0,4,90,20,68,15,23,7,2,3,0,50,23,1,7,0,3,0,3,0,0,2,1,1,0,0,90,24
22049000020,22,049,000020,4,68,1,1,0,0,0,2,0,1,0,0,0,0,0,0,33,15,4,2,0,0,2,3,0,0,0,2,0,0,0,3,47
22049000022,22,049,000022,205,115,3,0,0,1,3,88,15,61,15,13,4,2,0,2,71,28,7,3,1,1,0,0,0,0,0,4,0,0,0,105,35
22049000025,22,049,000025,401,132,1,0,1,3,0,186,18,100,17,21,11,4,0,0,81,55,5,10,0,1,0,1,0,1,2,2,0,5,0,162,68
2204900005A,22,049,00005A,89,3,2,0,0,0,0,35,11,29,6,1,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2204900006A,22,049,00006A,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,15,3,2,0,0,0,1,0,0,0,1,0,0,0,0,20
2204900008A,22,049,00008A,43.7,5.1,0,0,0,0,0,16.8,0.2,12,4.2,2.2,0,1,0,0,4.5,0.5,0,0.1,0,0,0,0,0,0,0,1,0,0,0,17.2,4.5
2204900010A,22,049,00010A,144.3,7.3,0.2,0,1,0,0,56.3,12.9,37.2,10.5,7.5,6.1,1,0,0,6.5,6.2,0,2,0,0,0,0,0,0,0,3,0,0,0,91.8,5.3
2204900011A,22,049,00011A,104.2,14.6,0.4,0,0,0,0,41.9,3,37.5,4.1,1.1,1.2,2.1,0,0,7.1,6.4,3,0.1,0,1,0.1,0.1,0,0,0,0.1,0,0,0,47.8,4.6
2204900013A,22,049,00013A,106,3,0,0,0,0,2,32,4,38,12,5,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,22,2
2204900017A,22,049,00017A,30,64,0,1,0,1,0,9,7,5,2,1,1,1,0,0,46,16,1,7,0,0,0,0,0,0,0,0,0,0,0,14,43
2204900019A,22,049,00019A,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2204900020A,22,049,00020A,9,433,3,5,1,1,0,21,4,8,0,2,4,1,0,3,196,88,28,19,1,5,0,3,3,0,0,12,0,1,0,5,152
2204900025A,22,049,00025A,100,57,1,0,0,0,0,28,12,27,4,13,7,1,0,0,20,25,3,7,1,1,1,0,0,0,0,0,0,0,0,36,24
2204900025B,22,049,00025B,30,24,1,0,0,0,0,10,0,8,1,1,5,1,0,0,11,9,3,2,0,0,0,0,1,0,0,0,0,0,0,6,14
220490019AI,22,049,0019AI,14,81,0,0,0,1,0,7,1,6,0,2,1,0,0,0,37,16,3,12,0,0,0,0,0,0,0,2,1,0,0,3,43
22051000001,22,051,000001,885,172,43,5,5,0,7,500,186,128,57,18,11,29,3,4,50,70,6,3,3,0,4,6,1,0,0,6,3,0,0,526,61
22051000002,22,051,000002,545,130,16,4,7,3,2,322,94,62,32,22,6,35,3,0,38,62,8,8,4,0,2,1,0,0,0,1,3,0,0,291,55
22051000003,22,051,000003,429,141,28,4,5,1,0,249,136,58,13,8,4,16,2,3,36,61,7,2,0,2,0,1,4,0,0,0,0,1,2,269,45
22051000004,22,051,000004,383,151,13,5,0,0,0,211,78,66,28,8,5,17,0,0,59,61,0,0,1,0,0,4,0,2,0,1,0,0,2,209,61
22051000005,22,051,000005,406,123,24,0,8,1,2,222,120,60,21,13,9,13,0,0,39,36,6,6,0,2,0,0,1,0,0,1,1,0,0,235,46
22051000007,22,051,000007,436,168,25,8,6,0,3,224,92,66,29,19,5,23,1,0,48,92,3,3,0,0,3,4,1,0,0,10,0,0,0,198,64
22051000008,22,051,000008,302.7,144,15.8,4.9,3.9,1,0,166.7,77.9,37.5,17.8,8.9,2,8.9,0,3,48.3,47.3,5.9,3,0,2,3.9,3.9,0,0,0,4.9,4.9,1,0,159.7,70
22051000009,22,051,000009,383.1,307.3,19.7,19.7,0,0,2,197,71.9,46.3,41.4,20.7,7.9,15.8,1,0,105.4,109.3,27.6,23.6,3,2,6.9,5.9,0,0,0,6.9,0,1,0,159.5,83.7
22051000010,22,051,000010,409.3,116,17.2,9.1,1.1,0,0,239.3,72.1,40.5,31.2,17.1,2,17.1,1,0,34.7,61.7,1.1,6,0,0,4.1,4.1,3,0,0,5.1,0.1,1,0,201.3,44
22051000011,22,051,000011,418.9,255.7,19.3,10.3,6,1,2,217,84.1,49.7,43.6,21.3,12.1,22.2,0,0,73.6,99.7,22.4,14.4,1,3,2.1,9.1,4,0,0,8.1,0,3,0,167.5,71.3
22051000012,22,051,000012,663,221,24,8,6,1,4,360,204,85,37,22,7,36,1,2,55,71,3,6,0,2,2,4,3,0,0,3,3,1,0,374,80
22051000013,22,051,000013,715,208,41,7,10,1,0,359,152,103,40,43,5,29,1,2,65,96,7,14,3,0,0,15,1,0,0,7,5,3,0,394,92
22051000014,22,051,000014,322,77,13,2,4,0,0,173,74,38,16,12,4,14,0,0,24,43,3,2,0,0,0,4,0,0,0,0,0,0,0,187,40
22051000015,22,051,000015,253,90,8,5,1,0,2,158,37,38,15,8,0,13,4,0,26,37,3,0,0,0,2,1,0,2,0,2,3,1,0,124,28
22051000016,22,051,000016,307,94,12,2,7,0,3,165,78,30,15,14,5,13,3,0,18,59,3,5,1,0,0,5,4,0,0,2,0,1,0,180,24
22051000017,22,051,000017,862,237,30,12,7,1,3,460,175,97,54,41,6,34,3,2,73,124,8,5,5,2,4,5,1,0,4,6,1,3,0,455,103
22051000018,22,051,000018,600,213,16,10,1,3,0,345,110,68,40,27,8,23,1,2,60,89,7,6,3,3,6,7,0,0,0,7,1,3,0,285,61
22051000019,22,051,000019,281,103,9,4,4,1,2,153,57,29,15,16,2,16,0,0,33,47,3,2,1,2,3,5,0,0,0,1,3,0,2,166,41
22051000020,22,051,000020,198,55,7,4,4,0,2,115,35,32,11,9,1,7,1,0,13,30,1,3,0,0,0,0,1,0,0,3,0,0,0,107,18
22051000021,22,051,000021,353,126.1,15.1,4.7,2.8,0.9,6.6,203.3,65.9,34.8,25.4,6.6,3.8,15.1,0.9,0,41.4,54.6,11.3,4.7,0.9,1.9,1.9,4.7,3.8,0,0,8.5,0.9,0,0,176,49
22051000022,22,051,000022,281.7,175.3,9,7.3,4.3,0.6,2.5,145.6,51.4,35.4,20.8,17.6,2.7,11.7,1.2,2,71.8,65.4,8.8,6.6,1.9,0.7,4.8,1.1,0.2,0.2,0,4.4,0,1.9,0,132,56.6
