GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20145000240,20,145,000240,2,15,0,0,0,15,1,0,17,0,0,15,15,0
20145000250,20,145,000250,9,23,9,0,0,28,10,3,34,7,8,33,32,9
20145120020,20,145,120020,28,79,7,4,2,99,17,3,104,14,16,99,104,14
20145120030,20,145,120030,1,0,1,0,0,2,0,0,2,0,0,2,2,0
20145120040,20,145,120040,15,52,5,1,0,57,14,0,62,9,9,60,62,9
20145120050,20,145,120050,1,7,0,0,0,7,1,0,8,0,0,8,7,1
20147000010,20,147,000010,12,23,2,0,0,29,6,2,30,7,6,31,28,8
20147000020,20,147,000020,1,16,2,0,0,19,0,0,19,0,0,18,18,0
20147000030,20,147,000030,8,26,2,3,0,32,4,2,33,5,4,32,33,5
20147000040,20,147,000040,0,13.72,0,0.98,0,14.7,0,0,14.7,0,0,13.72,14.7,0
20147000050,20,147,000050,5,14,6,0,0,21,1,2,23,2,0,25,24,1
20147000060,20,147,000060,4,18,1,0,0,21,1,0,21,2,2,19,20,2
20147000070,20,147,000070,4,29,3,0,0,32,2,1,33,2,3,32,33,2
20147000080,20,147,000080,2,39,4,1,0,42,1,2,44,2,2,44,44,2
20147000090,20,147,000090,0,14,0,0,0,13,1,0,12,2,1,12,12,1
20147000100,20,147,000100,2.87,10.52,0,0,0,10.52,2.87,0,10.52,2.87,1.91,11.48,13.39,0
20147000110,20,147,000110,4,17,1,1,0,21,2,0,22,1,1,21,22,1
20147000120,20,147,000120,20,63,6,3,2,73,14,6,75,15,10,80,79,12
20147000130,20,147,000130,60.03,134.29,24.05,2,0,159.31,47.03,11.03,183.34,36.03,32,185.36,182.36,35
20147000140,20,147,000140,17.13,70.48,7,0,1,84.48,6.13,2,86.48,6.13,4.09,87.52,84.61,8
20147000150,20,147,000150,14,35,7,1,0,44,6,7,50,7,6,50,50,6
20147000170,20,147,000170,61.01,169.08,16,5.98,0,204.08,38,10.99,209.11,40.97,28.01,222.06,213.1,35.97
20147000190,20,147,000190,28.24,83.28,7.57,0.08,0.01,99.38,16.98,3.77,105.01,14.19,13.19,104.16,105.93,12.35
20147000200,20,147,000200,1,7,0,0,0,7,1,0,7,1,1,7,8,0
20147000210,20,147,000210,33,101,12,3,2,122,25,4,125,24,21,128,127,22
20147000220,20,147,000220,23,66,9,2,0,88,10,1,88,11,5,91,83,12
20147000230,20,147,000230,0,8.75,0.94,0.02,0,8.77,0.94,0,9.71,0,0.94,6.87,8.77,0
20147000240,20,147,000240,20,48.53,4.06,1,1,60.53,13.06,0,61.59,12,5.06,69.41,63.53,9
20147000250,20,147,000250,5,14,1,0,0,15,4,1,16,4,3,16,16,4
20147000260,20,147,000260,0.97,10.71,1.95,0,0,11.69,0.97,0.97,12.66,0.97,0,13.64,13.64,0
20147000270,20,147,000270,1.99,7.97,0,1,0,6.97,1,1.99,7.97,1.99,1,8.97,7.97,1.99
20147000280,20,147,000280,0,4,0,0,0,4,0,0,4,0,0,4,4,0
20147190010,20,147,190010,81.38,155.6,29.06,11.94,1.99,219.72,55.2,10.06,236.79,48.15,40.17,241.74,234.83,51.08
20147190020,20,147,190020,108.36,220.05,32.36,6,3,294.82,64.82,12.18,315.09,57.68,32.64,334.05,312.14,54.59
20149000010,20,149,000010,30.68,110.01,10.23,0.03,2,118.3,25.49,9.12,130.5,21.43,27.29,116.32,123.6,26.29
20149000020,20,149,000020,786.78,734.19,147.34,32.73,13.03,950.45,668.17,74.86,1081.84,601.37,506.03,1138.05,1084.7,589.21
20149000030,20,149,000030,41.94,66.55,14.59,0,0,81.14,36.47,5.47,98.46,24.61,19.14,98.46,97.55,22.79
20149000040,20,149,000040,12.19,37.45,3.48,0.87,0,45.29,6.1,1.74,47.9,6.1,3.48,46.16,50.52,2.61
20149000050,20,149,000050,34.78,27.82,3.97,1.99,0,41.73,24.84,1.99,46.7,22.85,15.9,52.66,46.7,18.88
20149000060,20,149,000060,34.93,94.41,14.53,0.1,0,94.45,39.21,8.22,110.12,30.87,23.39,94.12,111.32,28.58
20149000070,20,149,000070,38,66,15,1,0,80,33,5,100,20,14,104,95,22
20149000080,20,149,000080,30.95,56.68,10.03,0,0,63.7,26.56,6.38,72.92,21.73,20.35,72.92,73.86,21.6
20149000090,20,149,000090,14,36,7,1,0,46,8,4,45,13,6,51,49,8
20149000100,20,149,000100,29,59,10,1,1,72,24,2,76,22,11,82,78,20
20149000110,20,149,000110,128.59,203.05,51.51,9.08,1.01,267.66,102.33,16.2,313.1,81.08,60.87,324.27,312.11,76.06
20149000120,20,149,000120,67.03,53.36,11.66,2.74,0.98,68.49,58.89,6.56,80.85,52.03,45,85.16,81.58,51.13
20149000130,20,149,000130,151,138,69,7,1,217,129,15,262,100,71,283,262,95
20149000140,20,149,000140,79.88,166.51,25.81,4.01,1.94,207.52,59.58,6.22,224.96,52.24,45.1,223.36,215.24,56.09
20149000150,20,149,000150,104.16,121.27,41.16,8,1.06,156.26,96.44,21.78,209.8,66.79,46.9,224.45,203.54,67.9
20149000160,20,149,000160,42,61,19,0,2,89,29,4,97,27,17,104,94,28
20149000170,20,149,000170,5,18,16,0,2,30,7,3,39,1,2,38,38,0
20149000180,20,149,000180,14,13,2,0,0,17,10,1,21,8,6,22,19,9
20149000190,20,149,000190,9.2,10.12,2.76,0,0,11.96,9.2,0.92,17.48,4.6,1.84,18.4,16.56,5.52
20149000210,20,149,000210,124.83,852.96,27.13,4.41,7.19,889.39,105.31,11.57,918.87,84.88,91.45,588.17,911.42,86.29
20149000220,20,149,000220,72.39,506.74,14.94,2.6,3.83,528.36,59.89,5.47,545.98,47.26,54.65,351.7,540.41,48.88
20149000230,20,149,000230,43,60,5,1,1,69,36,7,81,31,26,83,77,32
20149000240,20,149,000240,19,36,3,0,1,40,18,0,50,8,9,50,48,11
20149000250,20,149,000250,313.91,353.69,60.91,16.42,5.47,441.23,268.09,35.58,503.53,237.97,188.7,543.9,500.8,237.95
20149000270,20,149,000270,166.9,257.14,32.03,5.23,3.87,317.27,139.7,9.49,353.77,111.05,89.61,367.98,352.75,108.46
20149120020,20,149,120020,18,8,2,0,0,12,16,0,18,10,6,22,19,9
20149120030,20,149,120030,596.75,767.47,190.91,29.48,4.01,994.09,500.3,73.61,1159.69,405.32,325.67,1223.38,1162.65,397.42
20149120060,20,149,120060,1,7,2,0,0,8,2,0,10,0,0,10,9,0
20149120070,20,149,120070,133.84,189.55,27.81,5.8,1.72,237.29,110.45,10.02,270.65,85.9,68.25,283.13,268.88,82.68
20149120080,20,149,120080,48.61,81.2,18.8,2.97,0.99,95.09,41.66,10.88,119.81,28.81,13.97,131.68,121.78,24.86
20149120100,20,149,120100,142.95,161.51,27.71,7.45,2.5,201.47,122.06,16.13,229.83,108.27,85.88,248.15,228.59,108.25
20149120110,20,149,120110,20.91,32.47,4.02,0.64,0.49,40.03,17.5,1.17,44.62,13.88,11.2,46.38,44.5,13.55
20149180010,20,149,180010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20149190010,20,149,190010,0.03,0.03,0.01,0,0,0.04,0.03,0,0.04,0.02,0.02,0.04,0.04,0.02
20149190020,20,149,190020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20149190030,20,149,190030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20149900010,20,149,900010,0.79,1.24,0.15,0.02,0.02,1.52,0.66,0.04,1.69,0.53,0.43,1.76,1.69,0.52
20149900030,20,149,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100001A,20,151,00001A,162,188,40,14,1,241,131,26,289,107,93,298,282,110
2015100002A,20,151,00002A,101,118,23,6,0,145,85,14,175,69,57,187,178,63
2015100002B,20,151,00002B,0.25,0.43,0.05,0,0.01,0.51,0.19,0.02,0.56,0.17,0.13,0.59,0.57,0.16
20151000030,20,151,000030,257.77,294.73,48.96,5.99,1,367.67,201.82,27.97,424.62,162.85,117.89,467.58,418.62,166.85
2015100004A,20,151,00004A,200.1,224.01,36,9.06,2.06,275.06,157.49,25.39,307.42,141.49,113.72,336.11,310.48,145.38
2015100004C,20,151,00004C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100005A,20,151,00005A,157.25,207.21,44.95,3.97,2.01,268.91,121.43,18.95,312.14,96.15,82.82,319.51,303.33,101.97
20151000060,20,151,000060,67,122,26,2,0,146,60,3,168,44,32,174,169,44
20151000070,20,151,000070,41.87,61.82,7.98,0,2.99,78.76,28.91,3.99,80.76,31.9,25.92,83.75,83.75,27.92
20151000080,20,151,000080,16,29,9,0,1,40,13,1,52,3,4,46,42,12
20151000090,20,151,000090,42.18,60.82,3.92,1.96,0.98,76.52,29.43,0.98,83.38,23.54,22.56,86.33,83.38,23.54
20151000100,20,151,000100,9.57,33.5,1.91,0.96,0,34.46,5.74,2.87,38.29,3.83,4.79,38.29,38.29,3.83
20151000110,20,151,000110,21.43,81.5,6.09,4.04,1,89.54,17.26,6.13,88.71,20.17,10.21,99.71,93.71,16.17
2015100012A,20,151,00012A,141.65,274.29,34.44,1.98,1.92,311.12,120.24,13.41,357.71,86.11,59.73,381.22,359.41,82.49
20151190010,20,151,190010,0.16,0.31,0.04,0,0,0.36,0.14,0.02,0.41,0.1,0.07,0.44,0.41,0.09
20151190020,20,151,190020,2.76,5.38,0.67,0.04,0.04,6.09,2.35,0.26,7,1.68,1.15,7.47,7.04,1.6
20151190030,20,151,190030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20153000010,20,153,000010,1,15,6,0,1,21,1,0,21,1,1,17,20,1
20153000020,20,153,000020,42,66.99,13,1,0,87.99,24,6,98.99,21,15,100.99,97.99,20
20153000030,20,153,000030,15.77,20.31,2.98,0.71,0.71,26.2,9.96,2.82,31.14,8.63,7.14,32.63,29.81,9.26
20153000040,20,153,000040,28,26,3,0,0,34,21,0,39,16,15,38,34,18
20153000050,20,153,000050,107.9,169.87,19,1,1,217.84,64.94,9.99,240.81,51.96,47.95,235.83,239.82,49.95
20153000060,20,153,000060,9.34,14.82,3.03,0.3,0.3,19.97,5.11,1.19,22.06,5.42,3.91,23.55,22.38,4.79
20153000070,20,153,000070,23,16,3,0,0,27,9,4,37,4,4,34,35,5
20153000080,20,153,000080,9,40,1,0,0,40,8,1,43,6,8,40,44,5
2015300009A,20,153,00009A,19.98,59.93,7.99,0,0,65.93,12.99,3,72.92,8.99,11.99,66.92,73.92,8.99
2015300009B,20,153,00009B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20153000100,20,153,000100,24.02,44.07,5.01,1,0,46.07,22.01,5,51.08,23.01,19.01,55.08,52.08,21.01
20153000110,20,153,000110,5,14,2,0,0,19,1,0,20,1,0,20,19,1
20153000120,20,153,000120,10,28,4,1,1,31,10,3,30,14,16,29,31,12
20153000130,20,153,000130,9,56,4,2,0,62,7,3,59,10,9,60,63,7
20153000140,20,153,000140,0,25,2,0,0,25,1,1,26,1,0,27,26,0
20153000150,20,153,000150,8,96,9,1,0,102,10,2,104,10,6,107,101,11
20153000160,20,153,000160,3,10,5,0,0,14,3,1,17,1,2,15,14,4
20153000170,20,153,000170,18,69,8,0,2,80,16,0,85,13,9,84,82,12
20153190010,20,153,190010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20155000010,20,155,000010,121,185,32,4,3,220,111,7,265,73,59,269,250,78
20155000020,20,155,000020,69,79,22,3,3,96,70,9,111,62,55,118,122,54
20155000030,20,155,000030,7.12,15.31,2.15,0.03,2,19.38,5.19,1.04,21.47,5.12,4.14,22.47,21.47,5.12
20155000040,20,155,000040,44,78,8,0,0,89,32,6,103,26,21,104,103,22
20155000050,20,155,000050,43,101,13,2,1,112,37,8,122,35,22,130,125,31
20155000060,20,155,000060,12,46,4,3,0,50,14,1,55,10,12,51,49,14
20155000070,20,155,000070,238.45,394.06,44.06,4.99,2.97,473,186.99,19.63,538.66,135.17,109.88,551.22,543.41,130.39
20155000080,20,155,000080,3,20,1,1,0,20,2,3,21,5,3,22,22,4
20155000090,20,155,000090,247.57,312.34,56.21,7.02,6,380.51,206.55,32.06,441.66,180.44,144.43,469.63,431.49,184.54
20155000100,20,155,000100,6,20,3,0,0,21,8,0,25,4,3,24,26,3
20155000110,20,155,000110,6,39,2,2,1,43,4,1,47,2,2,46,45,4
20155000120,20,155,000120,73.51,51.26,18.38,6.77,2.9,62.87,76.41,9.67,73.51,77.38,71.57,78.34,76.41,74.48
20155000130,20,155,000130,90,49,15,9,1,61,93,9,79,83,78,84,79,85
20155000140,20,155,000140,83,31,5,4,1,38,80,7,48,76,77,46,46,78
20155000150,20,155,000150,315,357,55,5,6,456,253,16,532,192,166,549,513,207
20155000160,20,155,000160,130,97,20,12,1,117,133,11,133,124,116,141,143,113
20155000170,20,155,000170,156,90,31,10,0,123,145,14,139,140,129,146,138,143
20155000180,20,155,000180,180,133,31,11,4,156,186,13,184,170,155,191,181,171
20155000200,20,155,000200,239,215,46,12,4,272,219,22,324,185,158,344,319,186
20155000210,20,155,000210,300.22,289.32,67.13,6.86,5.12,381.61,249.89,22.22,458.65,203,171.29,482.75,442.16,214.18
20155000220,20,155,000220,292.46,263.12,56.73,5.87,1.96,337.45,245.51,13.69,389.29,215.19,171.17,420.59,389.29,202.47
20155000230,20,155,000230,210,140,28,4,1,166,199,13,211,168,147,222,200,172
20155000240,20,155,000240,226,137,35,17,3,182,206,22,228,184,164,237,213,195
20155000250,20,155,000250,194,120,28,10,4,148,191,17,173,182,169,181,170,183
20155000260,20,155,000260,94,59,24,10,0,86,91,7,91,93,82,103,93,93
20155000270,20,155,000270,242,111,26,15,5,144,225,24,174,218,193,192,174,210
20155000280,20,155,000280,226,214,51,11,1,264,212,22,305,190,153,337,297,193
20155000290,20,155,000290,52,60,14,4,0,68,53,10,74,55,51,73,76,52
20155000300,20,155,000300,96,61,19,14,0,75,95,19,98,90,83,103,99,89
20155000310,20,155,000310,150,117,38,14,1,146,154,18,179,137,130,185,174,142
20155000320,20,155,000320,130,84,21,7,0,112,112,11,134,103,97,138,129,105
20155000330,20,155,000330,277.19,233.26,51.25,5.03,2.01,297.58,251.01,15.14,345.83,215.88,197.75,348.93,331.78,223.91
20155000350,20,155,000350,206.18,200.4,61.66,7.71,0.96,244.71,202.32,24.09,307.34,162.82,142.59,318.9,305.41,157.04
20155000360,20,155,000360,101,65,28,14,1,83,104,18,92,117,96,110,103,103
2015500037A,20,155,00037A,68.52,64.62,17.9,7.06,0.99,84.56,59.47,10.08,92.67,64.45,56.58,97.58,96.53,61.58
2015500037B,20,155,00037B,6.3,9.93,2.04,2.84,0.01,12.91,3.44,3.79,16.68,4.42,5.25,15.82,14.89,6.22
20155000380,20,155,000380,165.99,154.07,30.81,2.98,0.99,192.83,143.13,17.89,228.61,123.25,107.35,240.54,220.66,129.22
2015500039A,20,155,00039A,338.38,391.12,79.93,8.43,6.14,495.57,297.44,21.78,571.71,243.08,203.49,595.81,562.88,243.63
2015500039B,20,155,00039B,186.64,226.5,25.54,6.12,1.44,299.14,135.23,8.36,341.59,100.23,76.18,355.65,337.62,95.01
20155000400,20,155,000400,157.27,147.38,19.78,8.9,0.99,172.11,146.39,12.86,205.74,125.62,104.85,222.56,203.76,126.61
20155000410,20,155,000410,70.92,68.92,16.98,5.99,2,79.91,70.92,10.99,95.89,66.92,58.93,97.89,91.89,67.92
20155000420,20,155,000420,143,109,22,5,3,131,140,11,162,120,102,177,147,130
20155000430,20,155,000430,67.36,81.49,8.61,1.42,0.08,100.83,52.17,3.22,109.37,46.99,38.24,117.51,112.3,43.49
20155000440,20,155,000440,8.88,22.69,10.85,1.97,0,27.62,13.81,2.96,34.53,8.88,9.86,34.53,34.53,8.88
20155000450,20,155,000450,34,120,14,1,1,136,25,4,139,28,23,135,138,24
20155000460,20,155,000460,287.23,461.34,77.71,9.84,1.97,552.83,241.98,24.59,646.28,179.03,134.76,674.8,639.39,176.08
20155000470,20,155,000470,18,19,3,0,1,24,14,3,28,13,10,31,31,10
20155000480,20,155,000480,22,61,6,0,0,70,18,2,77,12,9,77,78,10
20155000490,20,155,000490,242,460,59,3,10,512,224,27,578,192,160,599,576,183
20155000500,20,155,000500,33,53,10,4,0,68,28,5,78,22,20,79,72,25
20155000510,20,155,000510,53.38,71.31,9.25,7.02,0.02,82.77,52.06,7.11,93.16,47.74,40.6,99.23,97.18,44.72
20155000520,20,155,000520,33.78,35.77,5.96,5.96,0.99,46.7,29.81,2.98,60.61,21.86,17.88,64.58,57.63,23.85
20155000530,20,155,000530,41.61,43.72,11.4,5,2,51.71,45.79,5.18,71.28,32.31,29,71.48,68.39,34.21
20155000540,20,155,000540,36,53,10,0,0,60,35,3,67,31,25,68,70,28
2015500055A,20,155,00055A,90.12,134.44,16.6,3.57,1.17,164.79,72.86,6.42,190.89,53.14,46.99,192.72,191.75,49.63
20155000560,20,155,000560,205.59,314.38,33.11,13.25,1.89,365.38,184.8,18.93,412.72,155.46,128.93,429.81,405.18,158.29
20155000570,20,155,000570,21,74,7,1,0,81,19,3,86,17,14,82,82,18
20155000580,20,155,000580,23,26,1,0,0,28,19,3,32,18,12,36,30,18
20155000590,20,155,000590,38.78,115.14,7.33,1.03,1.01,122.82,32.36,6.1,134.29,27.91,29.63,129.49,131.39,29.83
2015500060A,20,155,00060A,136.1,247.75,45.29,11.1,3.03,311.06,107.94,20.21,334.36,103.83,77.76,356.34,338.26,95.89
2015500060B,20,155,00060B,3,2,1,0,0,4,2,1,3,3,2,4,4,3
20155000610,20,155,000610,95.21,82.74,16.1,5.98,1.99,98.83,92.15,5.05,112.01,85.04,73.05,115,114.98,82.06
20155000620,20,155,000620,117.04,183.03,31.11,2.74,0,195.89,118.82,13.72,232.51,99.58,80.42,244.36,227.03,100.51
20155000630,20,155,000630,109.22,130.96,23.48,3.61,1.8,157.14,92.07,7.23,186.05,74.91,66.79,188.75,177.03,78.52
20155000640,20,155,000640,51.53,88.27,14.31,0.68,0.2,100.14,45.96,6,119.43,34.48,30.74,120.88,116.96,35.92
20155000650,20,155,000650,65,166,22,2,2,181,60,9,203,51,49,194,197,56
20155000660,20,155,000660,23,57,7,2,1,63,18,6,72,16,15,72,74,15
20155000670,20,155,000670,22,26,4,0,0,37,15,0,42,10,9,41,38,13
20155000680,20,155,000680,116.2,217.32,35.08,4.14,1.03,250.67,105.47,13.35,281.07,87.53,77.81,284.56,260.12,99.38
20155000690,20,155,000690,6,44,3,0,0,45,7,0,46,6,5,46,46,6
20155000700,20,155,000700,18,55,9,1,1,63,18,3,71,14,10,73,72,11
20155000710,20,155,000710,59.27,146.37,15.8,1.02,1.98,163.11,53.4,5.94,173.96,45.57,37.69,176.93,173,44.57
20155120030,20,155,120030,9.04,7.42,3.51,0.19,0.08,7.75,9.12,3.27,9.04,11.15,7.99,12.18,10.12,9.07
2015512005A,20,155,12005A,0.08,0.31,0.02,0.01,0,0.33,0.07,0.01,0.34,0.07,0.06,0.35,0.34,0.07
20155120060,20,155,120060,0,1,0,0,0,1,0,0,1,0,0,1,1,0
20155200010,20,155,200010,87,66,21,4,2,81,90,7,109,70,67,107,104,73
20155200020,20,155,200020,79,58,17,3,0,81,67,5,88,68,61,91,83,69
20155200030,20,155,200030,67,85,13,1,1,108,56,3,125,42,38,129,116,52
20155200040,20,155,200040,368,304,45,7,1,378,321,14,448,265,232,472,440,267
20155200050,20,155,200050,70,80,12,1,1,100,58,6,114,49,39,116,109,50
20155200060,20,155,200060,20,26,3,2,0,30,16,3,36,15,17,34,34,16
20155900010,20,155,900010,8.79,9.92,1.08,0.27,0.05,13.48,6.15,0.32,15.31,4.58,3.29,16.12,15.04,4.37
20155900020,20,155,900020,15.08,23.02,2.85,0.61,0.2,28.02,12.33,1.12,32.5,8.96,8.05,32.7,32.7,8.35
20157000010,20,157,000010,8,38,3,1,0,39,8,2,38,10,7,40,39,9
20157000020,20,157,000020,17,19,3,2,0,33,5,3,29,11,5,35,34,7
20157000030,20,157,000030,20.49,77.87,5.53,1.78,1,93.98,10.22,3.06,93.75,12.72,9.6,93.95,93.3,12.75
20157000040,20,157,000040,91.9,151.25,16.96,1.01,1.9,195.63,57.08,6.64,203.97,56.27,48.7,206.76,209.51,45.14
2015700005A,20,157,00005A,106.35,176.57,18.42,8.17,5.08,229.83,64.59,11.25,233.74,74.84,61.59,247.74,247.66,61.93
2015700005B,20,157,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015700006A,20,157,00006A,49.36,114.71,13.03,3.2,3.94,144.21,33.64,5.17,149.62,34.38,31.69,147.38,151.06,31.96
2015700006B,20,157,00006B,0.18,0.87,0.06,0.02,0.01,1.03,0.08,0.03,1.02,0.11,0.08,1.02,1.01,0.12
20157000070,20,157,000070,7,37,8,1,2,47,5,3,49,6,3,49,48,5
20157000080,20,157,000080,54,94,9,1,1,126,30,4,132,26,24,131,131,26
20157000090,20,157,000090,9,45,3,1,0,48,8,2,49,9,6,47,49,9
20157000100,20,157,000100,22,39,4,3,1,48,14,6,47,20,19,47,51,15
20157000110,20,157,000110,5,18,0,0,0,20,3,0,21,2,2,20,21,2
2015700012A,20,157,00012A,19.53,42.32,3.96,0.8,0.07,54.78,10.29,0.84,53.38,12.55,7.27,58.57,57.89,8.02
2015700012B,20,157,00012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015700012C,20,157,00012C,0.19,0.41,0.04,0.01,0,0.54,0.1,0.01,0.52,0.12,0.07,0.57,0.57,0.08
20157000130,20,157,000130,10,12,7,0,1,22,6,2,20,10,7,21,22,8
20157000140,20,157,000140,13,29,2,2,0,33,10,2,35,9,5,38,36,6
20157000150,20,157,000150,3,11,0,0,0,12,2,0,12,2,2,11,11,3
20157000160,20,157,000160,8,24,4,2,2,33,4,3,35,5,5,35,35,5
20157000170,20,157,000170,15,41,2,0,1,46,13,1,50,10,6,52,52,7
20157000180,20,157,000180,37,65,9,2,1,82,27,4,90,24,18,93,94,18
20157000190,20,157,000190,15,36,0,0,0,38,8,3,39,10,12,34,38,10
20157000200,20,157,000200,57,111,14,3,3,149,29,8,154,31,17,163,159,24
20157000210,20,157,000210,10,9,0,0,0,13,5,1,15,4,3,15,15,4
20157000220,20,157,000220,3,24,1,0,0,26,2,0,26,3,3,25,26,2
20157000230,20,157,000230,11,29,4,0,0,33,9,1,35,9,9,34,33,10
20159000010,20,159,000010,30.58,59.04,8.63,0.86,0.34,72.81,27.38,2.97,78.87,22.12,20.06,83.9,64.3,21.83
20159000020,20,159,000020,0,2,0,0,0,2,0,0,2,0,0,2,2,0
20159000030,20,159,000030,5,38,2,0,1,41,5,1,44,4,4,43,23,3
20159000040,20,159,000040,15,48,1,2,0,51,17,2,58,12,9,59,58,12
20159000050,20,159,000050,5,14,2,0,0,19,3,0,19,2,3,19,18,3
20159000060,20,159,000060,48,81,30,2,0,105,51,7,125,39,31,130,123,35
20159000070,20,159,000070,12.43,20.16,4.03,0,1,27.26,11.35,0.03,31.26,6.35,5.25,32.36,30.09,5.28
20159000080,20,159,000080,11.96,54.84,5.98,1,0,67.8,5.98,1,65.8,8.97,7.98,66.8,49.85,5.98
20159000090,20,159,000090,35,95,9,4,0,107,32,6,118,23,20,122,42,11
20159000100,20,159,000100,101.92,132.58,18.04,7.22,1.8,174.97,81.17,8.12,187.6,73.96,58.62,200.23,186.7,64.94
20159000110,20,159,000110,81,104,24,11,0,133,77,15,160,61,55,164,143,67
20159000120,20,159,000120,103.66,140.89,36.43,10.51,1.95,188.5,104.97,18,206.2,96.11,78.19,231.59,213.84,93.35
20159000130,20,159,000130,38.88,59.65,9.92,2.42,0.9,82.92,32.5,2.91,86.52,28.84,23.15,94.48,86.31,29.9
20159000140,20,159,000140,16.57,44.84,0.97,0,0,48.74,13.65,0.97,48.74,13.65,9.75,52.64,41.91,10.72
20159000150,20,159,000150,7,17,0,0,0,19,5,0,17,7,4,17,9,2
20159000160,20,159,000160,3,20,5,0,1,31,4,0,28,2,3,24,6,3
20159000170,20,159,000170,11,41,11,0,0,53,10,1,52,11,7,55,18,4
20159000180,20,159,000180,20,33,3,0,0,42,18,0,44,16,10,46,37,11
2015900019A,20,159,00019A,140.36,252.87,40.8,14.08,3,319.23,120.88,14.24,370.63,90.8,71.64,385.79,316.47,78.64
2015900019C,20,159,00019C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159000200,20,159,000200,88.16,131.33,24.09,4.01,1,169.49,71.1,8.03,192.53,59.09,53.07,194.55,167.29,52.07
20159000210,20,159,000210,15.49,32.8,9.11,0.91,0,48.28,10.02,2.73,52.84,9.11,7.29,54.66,28.24,7.29
20159000220,20,159,000220,84,128,29,7,2,175,80,11,192,75,42,193,110,31
20159000230,20,159,000230,29,44,9,1,0,52,28,3,64,19,16,69,38,14
20159000240,20,159,000240,32.02,74.08,11,0,2,84.08,34.02,4,91.09,28.01,24.01,96.1,94.08,27.02
20159000250,20,159,000250,12,29,10,1,0,34,15,1,35,14,12,40,39,12
20159000260,20,159,000260,16,32,7,0,0,41,13,1,44,11,10,45,39,10
20161000010,20,161,000010,50.89,37.29,3.19,4.01,4.02,52.51,39.83,6.06,59.66,38.71,38.62,57.71,55.64,40.7
20161000020,20,161,000020,80.16,173.89,29.06,6.16,2.11,204.42,76.21,11.58,228.48,62.77,59.37,228.71,224.53,63.64
20161000030,20,161,000030,2.75,19.22,5.49,1.83,0,20.14,5.49,1.83,23.8,5.49,3.66,22.88,24.71,1.83
20161000040,20,161,000040,17.25,38.78,2.51,1.17,1,47.86,11.51,0.17,50.2,8.51,9.34,47.12,50.29,8.17
2016100005A,20,161,00005A,31.74,28.12,6.32,2.39,0.3,34.79,28.24,5.51,39.7,28.78,28.7,39.2,39.49,27.67
2016100005B,20,161,00005B,5.86,3.15,1.78,0.09,0,3.26,6.94,0.68,4.44,6.45,6.89,3.92,3.87,7.01
20161000060,20,161,000060,249.31,274.66,41.38,7.01,5.04,343.19,201.06,22.09,382.57,179.78,160.62,398.58,381.51,175.81
20161000070,20,161,000070,63.35,83.47,14.17,1,0.29,109.8,43.61,5.72,126.52,33.33,29.75,128.95,120.52,37.18
20161000080,20,161,000080,177.16,208.25,45.23,6.6,4.71,273.27,136.64,24.5,318.5,117.8,100.84,327.92,320.39,112.15
20161000120,20,161,000120,192.8,42.06,22.83,8.17,0.27,66.1,183.85,16.43,76.7,181.8,152.14,100.03,85.4,170.2
20161000140,20,161,000140,374,172.54,48.87,16.95,7.98,215.43,360.04,35.9,277.26,338.1,304.19,303.19,283.24,327.13
20161000170,20,161,000170,237,62,19,8,8,95,219,16,118,213,208,111,119,208
2016100022A,20,161,00022A,164.27,83.92,20.91,2.07,0.56,100.22,159.26,8.69,134.17,133.99,120.95,136.34,123.89,140.25
2016100022B,20,161,00022B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20161000230,20,161,000230,375,139,38,6,3,171,361,21,226,326,289,244,217,332
2016100025A,20,161,00025A,293.18,195.18,36.44,13.88,2.6,253.3,262.82,19.95,305.35,228.12,202.97,326.16,301.01,229.86
2016100025B,20,161,00025B,0.01,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0.01,0
20161000310,20,161,000310,185,87,30,6,5,121,177,10,149,156,130,168,139,162
20161000320,20,161,000320,392,240,62,7,9,339,344,22,399,306,259,433,391,304
20161000330,20,161,000330,191,98,25,8,1,122,173,23,167,148,132,178,155,160
20161000340,20,161,000340,257,121,35,12,5,181,228,16,228,194,173,243,224,195
